,canopy_moisture,run_max_mem_rss_bytes,sim_time,surface_moisture,threads,wind_direction,wind_speed,run_uuid,area,runtime,cpu_request,mem_request,cpu_usage_total,mem_usage_total,transmitted_packets_total,received_packets_total,transmitted_bandwidth_total,received_bandwidth_total
10,0.3,9271592,23361,0.1,1,90.0,3.0,8e074116-8f2d-4787-a5b5-f22803f684a3,2543220.0,39008.0,-1.0,-1.0,76475.87873837516,21113503743.0,238370.2114960226,271155.1492430074,751835964.4080985,614812107.8394148
11,0.3,9273336,23361,0.1,1,90.0,5.0,5e3055bd-aa5b-4a7a-9931-1bb9248780f4,2543220.0,61915.0,-1.0,-1.0,99421.16600638632,21114593279.0,253842.28508638157,300827.04979967186,904488683.6253061,1222210299.2568846
12,0.3,2576316,16486,0.1,1,90.0,5.0,0a8f9a2e-7225-4dcc-a56b-b0ffea2fa724,1053216.0,8153.0,-1.0,-1.0,16318.228377993699,6198775807.0,23020.656296296296,24006.062098765433,123529760.7845679,5483340.418271605
13,0.3,2579056,16486,0.1,1,90.0,3.0,6777f405-0c2c-4ab8-bb3a-0c01af8ef9d7,1053216.0,9040.0,-1.0,-1.0,17234.70174004249,6199033855.0,28554.776216960352,34645.08301501085,133214990.93340081,165349655.8783079
14,0.3,2517796,16486,0.1,1,90.0,5.0,0372d030-d438-4915-a3e9-06a2163b98c7,1053216.0,11752.0,-1.0,-1.0,23561.762171365634,6004994047.0,30001.800923955667,50070.24781653879,134160082.432456,540944545.0600328
15,0.3,2515732,16486,0.1,1,90.0,3.0,d24e82d0-1916-481a-8fb4-e1cc5a16d317,1053216.0,12121.0,-1.0,-1.0,23920.115075687718,6004994047.0,30303.731380943012,50356.547420636154,136648172.83278468,541170384.7308986
16,0.3,9275028,23361,0.1,1,90.0,5.0,70c7a618-5705-4744-b888-648a39f33f77,2543220.0,36873.0,-1.0,-1.0,147648.5345836602,41937743871.0,66035.39188436483,145237.41719408252,868653704.3434274,612140417.2941985
17,0.3,9267004,23361,0.1,1,90.0,3.0,613a8e0b-7c96-46af-ad17-562db5dafdb4,2543220.0,39362.0,-1.0,-1.0,152661.69117350184,41933627391.0,43676.92580693075,44144.99727479719,879139218.4030879,9321372.945091266
18,0.3,9264944,23361,0.1,1,90.0,5.0,b7785975-5db7-4dc2-b589-8a6a1d795ed9,2543220.0,36381.0,1.0,17179869183.0,71138.62254506981,20683476991.0,281552.6905862923,340051.69628406275,883795861.2581055,859214350.9928157
19,0.3,9263204,23361,0.1,1,90.0,3.0,a325539a-9719-463d-838e-a5250010f0ca,2543220.0,38811.0,1.0,17179869183.0,73575.92888948858,20683476991.0,296997.7594792544,401719.9938825745,907865236.5428135,1224217941.1188521
20,0.3,2558972,16486,0.1,1,90.0,3.0,bb3da61d-118b-41b8-b182-73b8154cef52,1053216.0,9982.0,1.0,17179869183.0,15023.89947636009,5919834111.0,24766.955493975904,35523.11429257028,99869306.17606345,158037988.00081325
21,0.3,2517912,16486,0.1,1,90.0,5.0,65856dfb-cd8f-4c3e-b3ef-4c88326f381f,1053216.0,9764.0,-1.0,-1.0,16752.765928677778,9009668095.0,26054.6403979655,46697.12636634571,115690720.4964576,288204791.71199334
22,0.3,2556612,16486,0.1,1,90.0,5.0,81192fd4-82ab-4374-855b-af558af7da33,1053216.0,13701.0,-1.0,-1.0,27451.14547015921,5987340287.0,43271.2838786776,108857.74830674502,128552406.77863297,315314282.72658813
23,0.3,2556600,16486,0.1,1,90.0,3.0,cbe47b03-ac86-4b52-8cd1-0a7c58467f53,1053216.0,14997.0,-1.0,-1.0,28754.00036533507,5987340287.0,44721.60612287531,110434.64315838984,133535035.98936954,315751006.33004916
24,0.3,9274028,23361,0.1,1,90.0,3.0,ae5dddfd-d9c7-4e3b-b5a8-5a51c8df3218,2543220.0,54991.0,1.0,17179869183.0,69760.11731859745,20477726720.0,40592.419278032314,51527.225324217616,565540011.5666255,555366587.6953584
25,0.3,9274232,23361,0.1,1,90.0,5.0,4a4e772f-4d38-4041-b3bb-b6a1c6a27c94,2543220.0,50685.0,-1.0,-1.0,98468.41962164396,31282737151.0,95386.29765591817,245540.02305692068,870265994.3005033,2308380999.7351236
26,0.3,9253688,23361,0.1,1,90.0,5.0,37a849a7-6ee7-4596-8c4f-6f47bbec2fe0,2543220.0,37661.0,-1.0,-1.0,150722.5357545009,41843019775.0,60269.61416799574,104761.05018607124,878951016.2482456,375067209.4276981
27,0.3,9249756,23361,0.1,1,90.0,3.0,7244bd28-8eb7-4550-8e9e-f23b7043528e,2543220.0,39302.0,-1.0,-1.0,154006.247987981,41843019775.0,60966.20838728528,105553.52253788325,890483909.839526,375180383.2451798
28,0.3,9271352,23361,0.1,1,90.0,5.0,2123eb80-f1b4-4b9c-8456-0d9d01bdf775,2543220.0,36728.0,-1.0,-1.0,147081.3906881092,41932623871.0,75255.80915732267,151549.46268800786,880925126.2020919,611827399.615832
