,Unnamed: 0,canopy_moisture,run_max_mem_rss_bytes,sim_time,surface_moisture,threads,wind_direction,wind_speed,run_uuid,area,runtime,cpu_request,mem_request,cpu_usage_total,mem_usage_total,transmitted_packets_total,received_packets_total,transmitted_bandwidth_total,received_bandwidth_total
109,109,0.3,9270096,23361,0.1,1,90.0,3.0,89affe8f-b529-4388-84f2-38d30166f8ef,2543220.0,52899.0,2.0,25769803775.0,126354.4568490959,29154582527.0,22668.140160552502,26410.656054423875,170220785.77544376,37165052.29824798
110,110,0.3,2543124,16486,0.1,1,90.0,3.0,552c35d5-c9de-4b21-9350-deff3af065cd,1053216.0,8295.0,2.0,25769803775.0,16228.906767759348,5493379071.0,24030.6944599473,95729.92105101558,2748394.09149445,511372154.53190744
111,111,0.3,2543596,16486,0.1,1,90.0,5.0,1df56ddb-b6b4-4589-b2ef-5a673487bef4,1053216.0,7947.0,2.0,25769803775.0,15881.606128109608,5492707327.0,23780.6088878327,95606.03416436227,2716412.5072113723,198163814.52015212
112,112,0.3,2514512,16486,0.1,1,90.0,3.0,9ffe1498-b603-4c78-92dc-728cbc3351d4,1053216.0,9901.0,0.0,0.0,19254.182815570028,5478899711.0,24928.689230817894,42371.1116995715,67835497.25668462,311186021.2364211
113,113,0.3,2514916,16486,0.1,1,90.0,5.0,9fb2f061-4b6d-4b27-96c4-72593d6886bb,1053216.0,9314.0,0.0,0.0,18635.29019454547,5478756351.0,22633.021505376342,39618.55268817204,2464161.9167741938,310623359.59476554
114,114,0.3,2515712,16486,0.1,1,90.0,5.0,741dd0e6-9314-433c-958f-cda8410f9715,1053216.0,12156.0,3.0,25769803776.0,20723.839694268034,5473554431.0,18949.639954871374,31450.459135487705,2041796.3630024155,133131838.84152788
115,115,0.3,2559996,16486,0.1,1,90.0,3.0,6abf993b-f577-41af-81ee-849f6f437296,1053216.0,8555.0,3.0,25769803776.0,17068.98379855544,5470507007.0,22971.587435562622,37560.86651368095,2318169.5514940466,157432730.14075056
116,116,0.3,2572188,16486,0.1,1,90.0,3.0,b577918b-df0a-4705-b67b-54bcc9b61dc8,1053216.0,8891.0,0.0,0.0,26699.948020526095,8335818751.0,32380.160504488173,62176.975605314015,2152297.435331664,157822496.61428198
117,117,0.3,2572480,16486,0.1,1,90.0,5.0,fc61c332-9c17-47c3-8801-0f7878d020ba,1053216.0,11360.0,0.0,0.0,29181.00587799334,8339804159.0,33670.23062089809,63200.17806428071,3250929.7808764516,312544957.9990087
118,118,0.3,2572480,16486,0.1,1,90.0,5.0,fc61c332-9c17-47c3-8801-0f7878d020ba,1053216.0,11360.0,0.0,0.0,29181.426910427075,8339804159.0,33670.04643001971,63200.17806428071,3250964.956271046,312533685.3348725
119,119,0.3,2572136,16486,0.1,1,90.0,5.0,abafe0d5-1735-4884-b7c8-f2170c92c16a,1053216.0,14328.0,0.0,0.0,28707.792727944638,5548388351.0,13413.941176470587,14227.667226890757,1661895.4924369748,88552026.7092437
120,120,0.3,2574756,16486,0.1,1,90.0,3.0,d74ab1c6-36f9-470a-a6b0-3c1cf8564ecc,1053216.0,14882.0,0.0,0.0,29262.903962157965,5548503039.0,13663.977116574551,14451.042816968427,1692560.7471047456,88602844.0890134
121,121,0.3,2561624,16486,0.1,1,90.0,5.0,6fc05efa-1160-4eb6-b415-53b2e0c45b1f,1053216.0,9730.0,2.0,25769803775.0,17973.03177219433,5546852351.0,19744.852251234566,49063.33018767196,2523124.6064298907,539643206.2816752
122,122,0.3,2570956,16486,0.1,1,90.0,3.0,5c031606-834d-441e-995e-90a0e1b5e925,1053216.0,12479.0,2.0,25769803775.0,20697.2604802293,5548576767.0,16847.91222647838,31796.48778402887,50207765.75653272,157836983.59102702
123,123,0.3,2514680,16486,0.1,1,90.0,3.0,3425c32a-0ce1-4379-aa09-bd7ad83ac61c,1053216.0,11214.0,0.0,0.0,19709.89602814,5488500735.0,21001.369514233753,44092.188714647826,2363475.754442262,310897108.02118945
124,124,0.3,2515208,16486,0.1,1,90.0,5.0,eed23d36-3708-47f7-9f1b-132d054365d2,1053216.0,12665.0,2.0,25769803775.0,21214.047074990907,5490323455.0,17026.872078012173,28671.45489698519,1952925.6528333984,156966444.14883795
125,125,0.3,2515364,16486,0.1,1,90.0,3.0,685090c6-ba0d-4810-80ef-5a59c0a79a80,1053216.0,6567.0,2.0,25769803775.0,13136.753457689134,5457670143.0,11140.790627795586,8774.063989572924,1389254.5485823655,3260630.4829187207
126,126,0.3,2515848,16486,0.1,1,90.0,5.0,96a8348e-877b-4414-b23c-3e5169523c3f,1053216.0,8366.0,-1.0,-1.0,14925.619053320572,5457670143.0,28980.169827774145,50672.545850922565,2888417.9773143465,312788275.2178094
127,127,0.3,2549028,16486,0.1,1,90.0,5.0,946f8ae7-e5af-45bd-a2d6-3f4fa3ff8464,1053216.0,8103.0,2.0,25769803775.0,15543.119060788576,8260972543.0,16480.228328985766,39002.35260222093,68745711.73564154,163944561.04253888
128,128,0.3,2530472,16486,0.1,1,90.0,3.0,6ee22905-d7ad-4915-a1ec-d8ac3667bf3b,1053216.0,12173.0,-1.0,-1.0,24608.53952145028,8260673535.0,41427.51170338862,83803.22059562206,4135359.6479483177,485618916.88828516
129,129,0.3,2528340,16486,0.1,1,90.0,3.0,034a0656-e5bb-4059-877b-883b9bd373e3,1053216.0,12551.0,2.0,25769803775.0,24848.846782663495,5506953215.0,21385.572064455835,69170.64996067627,2520944.567912783,324600282.2240294
130,130,0.3,2528856,16486,0.1,1,90.0,5.0,5e55bfea-495a-422e-a47c-848442e60d09,1053216.0,12249.0,2.0,25769803775.0,24526.22564946207,5506953215.0,21213.824515686276,69004.48548907999,2499540.2394767976,324421857.73634744
131,131,0.3,9267284,23361,0.1,1,90.0,5.0,a86f9144-a335-4bff-aacb-fc324b30166f,2543220.0,27934.0,-1.0,-1.0,111713.85606989008,38806134784.0,57141.73841082353,149769.9668526924,5096000.807441831,1204782308.33309
132,132,0.3,9266472,23361,0.1,1,90.0,3.0,8c9a9c02-7652-4b29-a402-8e4e1d294017,2543220.0,43121.0,-1.0,-1.0,142163.697719417,38815010816.0,59520.18909926801,152361.66449472116,5403735.461562962,1205584095.8331633
133,133,0.3,9246164,23361,0.1,1,90.0,3.0,ce1246f3-d4fd-4e40-a405-f6383a4a642f,2543220.0,56537.0,-1.0,-1.0,110181.40554659642,19446349823.0,55168.303629858434,264030.46176093956,5054471.216886,1211120759.62252
134,134,0.3,9250332,23361,0.1,1,90.0,5.0,149d1da7-b38e-40d5-bb7b-e1db0593943c,2543220.0,53602.0,-1.0,-1.0,107204.38094179594,19444740095.0,54683.4442702501,263569.17775289284,4994846.047293766,1210585513.7806215
135,135,0.3,9258920,23361,0.1,1,90.0,3.0,e5c4b706-ab03-4289-8925-ee1719d65313,2543220.0,53948.0,-1.0,-1.0,106387.49130570769,19469672447.0,27589.270798331796,24086.305450733635,329766966.264636,21005026.703461133
136,136,0.3,9260544,23361,0.1,1,90.0,5.0,f556cfbb-fc5c-438c-913b-fd08b8d6cacb,2543220.0,52468.0,-1.0,-1.0,104834.96312661361,19469139967.0,44987.255078358154,155440.62930755387,4391367.0374460835,609624299.63649
137,137,0.3,9262636,23361,0.1,1,90.0,5.0,bdf10303-7a43-4109-a2ba-b7fa546b24ea,2543220.0,50154.0,-1.0,-1.0,100231.57297502593,19473121279.0,63392.341741432276,276136.09314667864,5781696.1513368655,1213355987.7379093
138,138,0.3,9260848,23361,0.1,1,90.0,3.0,a6b786fd-cb69-4e33-9182-c61e38bb126a,2543220.0,55373.0,-1.0,-1.0,105456.23639856107,19475009535.0,65418.97921942633,279116.51221127313,63019583.24019491,1213833341.6237106
139,139,0.3,9267212,23361,0.1,1,90.0,3.0,b074f2eb-0fbf-4c33-8f27-06a9b0471495,2543220.0,51588.0,-1.0,-1.0,103024.53136425404,19509518335.0,65053.570232307204,489024.46408635925,6117999.354042336,2121858243.4924145
140,140,0.3,9268188,23361,0.1,1,90.0,5.0,50a17424-7354-40c5-b09a-a65039ef95b8,2543220.0,52046.0,-1.0,-1.0,103506.02383595749,19509694463.0,67026.27192636394,490532.74863037205,72645592.77669692,2122273373.510979
141,141,0.3,9265548,23361,0.1,1,90.0,3.0,cedeeda0-5746-43e0-a682-2954f46dbe7e,2543220.0,29631.0,-1.0,-1.0,59208.20549788476,19433934847.0,91966.05106382979,228722.40244670722,7795240.528368793,1532486342.4475002
142,142,0.3,9274640,23361,0.1,1,90.0,5.0,e64cbd47-c487-4a6f-a1a7-25f739d8c24e,2543220.0,36268.0,-1.0,-1.0,65891.9205448324,19434815487.0,105121.08352982209,236393.32927160052,450522574.04181796,1533723532.1147814
143,143,0.3,9275684,23361,0.1,1,90.0,5.0,62072a5f-596f-49f6-8f5b-cda2c618869f,2543220.0,36252.0,-1.0,-1.0,72472.78630608227,19458662399.0,52557.65351926179,216206.9221375349,4633937.770774996,1209819098.6522539
144,144,0.3,9275216,23361,0.1,1,90.0,3.0,85916f15-f4f1-4905-94b2-0830527fb71f,2543220.0,39468.0,-1.0,-1.0,75715.55500822191,19458945023.0,53224.93111227589,217141.56839401575,4937915.24259151,1210127621.7737517
145,145,0.3,9259244,23361,0.1,1,90.0,5.0,bd8cf25b-a3a1-4161-afcf-520571d6d615,2543220.0,49507.0,-1.0,-1.0,99030.88828445027,19443011583.0,45259.7354466085,90423.84078329348,4666835.150972247,1498798719.6096509
146,146,0.3,9253976,23361,0.1,1,90.0,3.0,d83ff183-4a1a-43e7-98eb-f3fc2a381315,2543220.0,52653.0,-1.0,-1.0,102205.24656963217,19443859455.0,19133.88542250071,17840.175246326056,45233879.20712107,6018986.636608439
147,147,0.3,9272276,23361,0.1,1,90.0,5.0,c2c037f0-5da1-4ad0-994f-88c76a610d11,2543220.0,40996.0,-1.0,-1.0,122994.25294393345,29193768959.0,72373.28621003214,184840.66934476575,6071229.161189579,1206494007.1564596
148,148,0.3,9271024,23361,0.1,1,90.0,3.0,7ab30bb8-5e60-4570-9730-334b2746a950,2543220.0,50208.0,-1.0,-1.0,132290.60434991532,29194391551.0,27369.436961498708,25350.106786662225,449768174.94871086,6712247.874622045
149,149,0.3,9269916,23361,0.1,1,90.0,3.0,cdf6c951-1c5b-4ffb-816d-6d7c88be5b14,2543220.0,44895.0,-1.0,-1.0,89782.44201701223,29182529535.0,54515.96730966061,125225.55873900617,5402887.105766999,1695497558.7272518
150,150,0.3,9268180,23361,0.1,1,90.0,5.0,69dd7de5-8034-4cae-a214-9b8261375583,2543220.0,51769.0,2.0,25769803775.0,91352.89054747595,19472060415.0,28788.382195602695,33166.48860322264,339600098.59091693,21171853.814967744
151,151,0.3,9270520,23361,0.1,1,90.0,3.0,ab120658-a708-4f2c-9723-ebb6950bdc04,2543220.0,43916.0,-1.0,-1.0,131702.1866195561,29123432447.0,50661.99448621554,114215.62073365231,4456878.648120301,919025477.3360744
152,152,0.3,9271108,23361,0.1,1,90.0,5.0,bccafdcd-1aff-4454-9b12-2f1a1902a9d0,2543220.0,58030.0,-1.0,-1.0,145919.34700693213,29126967295.0,60447.09704996286,124207.02670501529,389422625.43433636,920545031.0185832
153,153,0.3,9262884,23361,0.1,1,90.0,3.0,58c98cc5-456c-46a2-a5bf-b925cb721024,2543220.0,50197.0,-1.0,-1.0,93191.60727211446,19441172479.0,58495.20463613789,205735.91482766854,150353885.07132182,1633980839.0221896
154,154,0.3,9264488,23361,0.1,1,90.0,5.0,af3453b7-b501-4afc-a3b7-94bf0f77a65e,2543220.0,42959.0,-1.0,-1.0,85923.21496809929,19440390143.0,51874.07482988586,197169.71143834147,4963410.352690915,1633141077.393062
155,155,0.3,9258376,23361,0.1,1,90.0,3.0,087bca48-c2bf-4e23-ad0b-bda696f46545,2543220.0,45428.0,-1.0,-1.0,134469.37396439945,29114478591.0,76434.88439584838,227212.73564291163,451366022.8038915,1784902410.2942905
156,156,0.3,9263884,23361,0.1,1,90.0,5.0,2719eabb-0611-493b-bcf7-de026a3a05f2,2543220.0,43559.0,-1.0,-1.0,130693.76750883009,29109985279.0,60592.15555692863,205467.03902117445,5603399.875318551,1783473545.0284662
157,157,0.3,9252024,23361,0.1,1,90.0,5.0,37c79178-3c86-4438-830f-29783cd1243b,2543220.0,40361.0,2.0,25769803775.0,77819.8313571059,29089533951.0,37461.9968880994,99147.52939065022,3990338.739013468,1203101900.3263364
158,158,0.3,9257492,23361,0.1,1,90.0,3.0,a2f9c648-d0de-41f7-8fe3-628ecb71438a,2543220.0,54906.0,2.0,25769803775.0,62884.62450346751,19403059200.0,34803.39344719868,68995.99788289514,448712310.5556021,602600251.6184788
159,159,0.3,9291136,23361,0.1,1,90.0,3.0,51e7dfb0-4693-4649-a678-399e76812385,2543220.0,42484.0,-1.0,-1.0,67188.98114350915,29160017919.0,102155.64996237788,201111.71002417838,8042012.800051002,1807511901.8144362
160,160,0.3,9283288,23361,0.1,1,90.0,5.0,1d3cbb2d-ec61-49f4-bdfb-54c50548471d,2543220.0,53306.0,2.0,25769803775.0,69344.57010305164,19457159167.0,21048.85676104235,36831.56353176953,237512507.26559913,296371217.9748284
