,start,end,runtime,model,num_questions,question_method,pdf_pages,pdf_load_time,Average GPU Utilization,Max GPU Utilization,Min GPU Utilization,Standard Deviation GPU Utilization,Average Memory Copy Utilization,Max Memory Copy Utilization,Min Memory Copy Utilization,Standard Deviation Memory Copy Utilization,Average Power,Max Power,Min Power,Standard Deviation Power,Average Temperature,Max Temperature,Min Temperature,Standard Deviation Temperature,Average Fan Speed,Max Fan Speed,Min Fan Speed,Standard Deviation Fan Speed
25,2024-07-29 22:40:00,2024-07-29 22:40:00,9,meta-llama/Meta-Llama-3-70B,2,shifted,126,43,21.011092150170647,100.0,0.0,37.46970146111404,6.237201365187714,100.0,0.0,17.13776145393522,74.36756500000001,462.521,0.429,87.43004477932172,39.946666666666665,89.0,10.0,16.461408522085772,9137.75521512386,26400.0,0.0,4994.133864981193
26,2024-07-29 22:40:00,2024-07-29 22:40:00,7,meta-llama/Meta-Llama-3.1-8B,2,shifted,48,14,21.081058020477816,100.0,0.0,37.50098546371593,6.267064846416382,100.0,0.0,17.164284028250414,74.36756500000001,462.521,0.429,87.43004477932172,39.946666666666665,89.0,10.0,16.461408522085772,9137.75521512386,26400.0,0.0,4994.133864981193
27,2024-07-29 22:40:00,2024-07-29 22:40:00,8,meta-llama/Meta-Llama-3.1-8B,2,shifted,126,43,20.97354948805461,100.0,0.0,37.607008495600326,6.232081911262799,100.0,0.0,17.08448074290231,74.36756500000001,462.521,0.429,87.43004477932172,39.946666666666665,89.0,10.0,16.461408522085772,9137.75521512386,26400.0,0.0,4994.133864981193
28,2024-07-29 22:40:00,2024-07-29 22:40:00,8,meta-llama/Meta-Llama-3.1-70B,2,shifted,48,14,21.61092150170649,100.0,0.0,37.95993865852288,6.232081911262799,100.0,0.0,17.08448074290231,74.36756500000001,462.521,0.429,87.43004477932172,39.946666666666665,89.0,10.0,16.461408522085772,9137.75521512386,26400.0,0.0,4994.133864981193
29,2024-07-29 22:40:00,2024-07-29 22:41:00,7,meta-llama/Meta-Llama-3.1-70B,2,shifted,126,43,22.06399317406144,100.0,0.0,38.1987275230803,6.232935153583618,100.0,0.0,17.087393006144378,74.66814624999999,487.909,0.39,88.98718258228165,39.96083333333333,89.0,10.0,16.401083727922572,9153.921773142112,26550.0,0.0,4990.6401502985545
30,2024-07-29 22:41:00,2024-07-29 22:41:00,6,meta-llama/Meta-Llama-3.1-405B,2,shifted,48,14,22.10580204778157,100.0,0.0,38.1804882694954,6.499146757679181,100.0,0.0,17.359783494056323,74.9687275,487.909,0.39,90.55301311819446,39.975,89.0,10.0,16.347387331328118,9170.088331160365,26550.0,0.0,4987.905679851969
31,2024-07-29 22:41:00,2024-07-29 22:41:00,6,meta-llama/Meta-Llama-3.1-405B,2,shifted,126,43,22.44453924914676,100.0,0.0,38.41838305187252,6.484641638225256,100.0,0.0,17.348261849442732,74.9687275,487.909,0.39,90.55301311819446,39.975,89.0,10.0,16.347387331328118,9170.088331160365,26550.0,0.0,4987.905679851969
32,2024-07-29 22:41:00,2024-07-29 22:41:00,12,eci-io/climategpt-7b,3,shifted,48,14,22.8080204778157,100.0,0.0,38.57918320960139,6.484641638225256,100.0,0.0,17.348261849442732,74.9687275,487.909,0.39,90.55301311819446,39.975,89.0,10.0,16.347387331328118,9170.088331160365,26550.0,0.0,4987.905679851969
33,2024-07-29 22:41:00,2024-07-29 22:41:00,13,eci-io/climategpt-7b,3,shifted,126,43,22.811272416737832,100.0,0.0,38.51811973653038,6.486348122866894,100.0,0.0,17.349198530229085,74.9687275,487.909,0.39,90.55301311819446,39.975,89.0,10.0,16.347387331328118,9170.088331160365,26550.0,0.0,4987.905679851969
34,2024-07-29 22:41:00,2024-07-29 22:41:00,11,ECarbenia/grimoiresigils,3,shifted,48,14,22.37030716723549,100.0,0.0,38.08953099228373,6.683447098976109,100.0,0.0,17.67351598495528,74.9687275,487.909,0.39,90.55301311819446,39.975,89.0,10.0,16.347387331328118,9170.088331160365,26550.0,0.0,4987.905679851969
35,2024-07-29 22:41:00,2024-07-29 22:42:00,13,ECarbenia/grimoiresigils,3,shifted,126,43,22.92576791808873,100.0,0.0,38.66250809066446,6.659556313993174,100.0,0.0,17.635535000802953,74.62081375000001,487.909,0.39,89.20518660055167,39.971666666666664,89.0,10.0,16.33769916669463,9177.794783464567,26550.0,0.0,5003.679571854819
36,2024-07-29 22:42:00,2024-07-29 22:42:00,13,text-embedding-ada-002,3,shifted,48,14,22.841296928327644,100.0,0.0,38.67836323363077,6.76962457337884,100.0,0.0,17.667674183263458,74.2729,450.933,0.47,87.87307319855041,39.968333333333334,89.0,10.0,16.334820247434177,9185.603038309115,25950.0,0.0,5020.423099310048
37,2024-07-29 22:42:00,2024-07-29 22:42:00,10,text-embedding-ada-002,3,shifted,126,43,23.1991452991453,100.0,0.0,39.07491652025976,6.774744027303754,100.0,0.0,17.671220032607447,74.2729,450.933,0.47,87.87307319855041,39.968333333333334,89.0,10.0,16.334820247434177,9185.603038309115,25950.0,0.0,5020.423099310048
38,2024-07-29 22:42:00,2024-07-29 22:42:00,15,meta-llama/Meta-Llama-3-8B,3,shifted,48,14,22.855555555555554,100.0,0.0,38.9329729223468,6.786689419795222,100.0,0.0,17.69174983597466,74.2729,450.933,0.47,87.87307319855041,39.968333333333334,89.0,10.0,16.334820247434177,9185.603038309115,25950.0,0.0,5020.423099310048
39,2024-07-29 22:42:00,2024-07-29 22:42:00,15,meta-llama/Meta-Llama-3-8B,3,shifted,126,43,21.697098976109213,100.0,0.0,38.23822435724911,6.911262798634812,100.0,0.0,17.941711566800123,74.2729,450.933,0.47,87.87307319855041,39.968333333333334,89.0,10.0,16.334820247434177,9185.603038309115,25950.0,0.0,5020.423099310048
40,2024-07-29 22:42:00,2024-07-29 22:43:00,14,meta-llama/Meta-Llama-3-70B,3,shifted,48,14,21.366894197952217,100.0,0.0,37.8968693065894,6.917235494880546,100.0,0.0,17.98246066064422,73.32134722801167,450.933,0.47,86.6182979468546,39.952083333333334,89.0,10.0,16.265378006994943,9167.980150918635,26400.0,0.0,5009.183753571681
41,2024-07-29 22:43:00,2024-07-29 22:43:00,12,meta-llama/Meta-Llama-3-70B,3,shifted,126,43,21.581058020477816,100.0,0.0,37.93116264336511,6.359215017064846,100.0,0.0,17.218686115987524,72.36900083402836,442.603,0.477,85.37006121419475,39.935833333333335,86.0,11.0,16.202432378649494,9150.5870273794,26400.0,0.0,4998.823647917709
42,2024-07-29 22:43:00,2024-07-29 22:43:00,12,meta-llama/Meta-Llama-3.1-8B,3,shifted,48,14,22.69283276450512,100.0,0.0,38.53765246330877,6.352389078498294,100.0,0.0,17.190882518597334,72.36900083402836,442.603,0.477,85.37006121419475,39.935833333333335,86.0,11.0,16.202432378649494,9150.5870273794,26400.0,0.0,4998.823647917709
43,2024-07-29 22:43:00,2024-07-29 22:43:00,18,meta-llama/Meta-Llama-3.1-8B,3,shifted,126,43,23.051194539249146,100.0,0.0,38.89670711463608,6.354095563139932,100.0,0.0,17.18727038579759,72.36900083402836,442.603,0.477,85.37006121419475,39.935833333333335,86.0,11.0,16.202432378649494,9150.5870273794,26400.0,0.0,4998.823647917709
44,2024-07-29 22:43:00,2024-07-29 22:44:00,13,meta-llama/Meta-Llama-3.1-70B,3,shifted,48,14,22.9641638225256,100.0,0.0,38.58306437325667,6.3720136518771335,100.0,0.0,17.191834746082794,72.62349478949564,477.278,0.398,85.20653184159511,39.901666666666664,88.0,10.0,16.21102493498864,9164.048260013133,26400.0,0.0,5010.730767738643
45,2024-07-29 22:44:00,2024-07-29 22:44:00,12,meta-llama/Meta-Llama-3.1-70B,3,shifted,126,43,23.38172502134928,100.0,0.0,38.85128746302468,7.124573378839591,100.0,0.0,18.075319507794937,72.87777666666666,477.278,0.398,85.07765713167178,39.8675,88.0,10.0,16.226296178006255,9177.705357142857,25950.0,0.0,5023.572187446434
46,2024-07-29 22:44:00,2024-07-29 22:44:00,14,meta-llama/Meta-Llama-3.1-405B,3,shifted,48,14,23.02732707087959,100.0,0.0,38.56980712712604,7.127133105802048,100.0,0.0,18.077309478758377,72.87777666666666,477.278,0.398,85.07765713167178,39.8675,88.0,10.0,16.226296178006255,9177.705357142857,25950.0,0.0,5023.572187446434
47,2024-07-29 22:44:00,2024-07-29 22:44:00,13,meta-llama/Meta-Llama-3.1-405B,3,shifted,126,43,22.12809564474808,100.0,0.0,38.02116803186198,7.031569965870308,100.0,0.0,17.966612738085242,72.87777666666666,477.278,0.398,85.07765713167178,39.8675,88.0,10.0,16.226296178006255,9177.705357142857,25950.0,0.0,5023.572187446434
48,2024-07-29 22:44:00,2024-07-29 22:45:00,50,eci-io/climategpt-7b,4,shifted,48,14,21.92320819112628,100.0,0.0,37.97586865520216,7.099829351535837,100.0,0.0,18.030511192794883,73.14081659024595,478.1,0.398,86.27016220475886,39.80116715298041,89.0,10.0,16.237270072927053,9158.13845144357,25950.0,0.0,5020.009999387807
49,2024-07-29 22:45:00,2024-07-29 22:45:00,14,eci-io/climategpt-7b,4,shifted,126,43,22.897610921501705,100.0,0.0,38.64858109855165,6.553373185311699,100.0,0.0,17.2798339601056,73.4040758965805,478.1,0.431,87.4821032854558,39.7347789824854,89.0,11.0,16.254745286764354,9138.877278645834,25950.0,0.0,5017.244294065044
50,2024-07-29 22:45:00,2024-07-29 22:46:00,25,ECarbenia/grimoiresigils,4,shifted,48,14,23.395904436860068,100.0,0.0,38.97379509315885,6.607173356105893,100.0,0.0,17.31629586098412,73.78097415589829,478.1,0.431,87.66631728457362,39.76323468111713,89.0,10.0,16.259564674698602,9139.387815263675,26400.0,0.0,5028.23485696993
51,2024-07-29 22:46:00,2024-07-29 22:46:00,13,ECarbenia/grimoiresigils,4,shifted,126,43,23.536689419795223,100.0,0.0,39.0724591541272,6.785836177474403,100.0,0.0,17.63025805381245,74.15755833333334,439.983,0.441,87.8848502802042,39.791666666666664,87.0,10.0,16.27110592314458,9139.904746209624,26400.0,0.0,5040.165670750891
52,2024-07-29 22:46:00,2024-07-29 22:46:00,15,text-embedding-ada-002,4,shifted,48,14,22.811433447098977,100.0,0.0,38.719262918026914,6.708191126279863,100.0,0.0,17.540734617890397,74.15755833333334,439.983,0.441,87.8848502802042,39.791666666666664,87.0,10.0,16.27110592314458,9139.904746209624,26400.0,0.0,5040.165670750891
53,2024-07-29 22:46:00,2024-07-29 22:47:00,15,text-embedding-ada-002,4,shifted,126,43,22.506837606837607,100.0,0.0,38.42431647953824,6.660409556313994,100.0,0.0,17.478517813963105,73.71804420350291,443.534,0.416,87.23878276229092,39.80775646371977,88.0,10.0,16.280017053066405,9152.42258382643,26400.0,0.0,5036.903039492771
54,2024-07-29 22:47:00,2024-07-29 22:47:00,22,meta-llama/Meta-Llama-3-8B,4,shifted,48,14,22.47948717948718,100.0,0.0,38.25393529007621,6.630769230769231,100.0,0.0,17.56947573475834,73.27779632721202,443.534,0.416,86.62127287268294,39.82387312186978,88.0,10.0,16.295717444823733,9164.87475409836,26100.0,0.0,5034.450998542493
55,2024-07-29 22:47:00,2024-07-29 22:47:00,32,meta-llama/Meta-Llama-3-8B,4,shifted,126,43,22.43941979522184,100.0,0.0,38.58669632209189,6.665811965811966,100.0,0.0,17.586455936390198,73.27779632721202,443.534,0.416,86.62127287268294,39.82387312186978,88.0,10.0,16.295717444823733,9164.87475409836,26100.0,0.0,5034.450998542493
56,2024-07-29 22:47:00,2024-07-29 22:48:00,19,meta-llama/Meta-Llama-3-70B,4,shifted,48,14,22.21452991452992,100.0,0.0,38.08860446920903,6.598122866894198,100.0,0.0,17.47076894727715,73.17903632567851,443.534,0.416,86.44189634126663,39.813021702838064,88.0,10.0,16.32061638847435,9152.481731402238,26100.0,0.0,5026.18488808495
57,2024-07-29 22:48:00,2024-07-29 22:48:00,17,meta-llama/Meta-Llama-3-70B,4,shifted,126,43,22.341296928327644,100.0,0.0,38.29912250945958,6.630769230769231,100.0,0.0,17.70914356694992,73.08019381787804,442.706,0.473,86.29808878646453,39.80217028380634,86.0,10.0,16.352275711147524,9139.990416391276,25950.0,0.0,5018.640524249935
58,2024-07-29 22:48:00,2024-07-29 22:48:00,17,meta-llama/Meta-Llama-3.1-8B,4,shifted,48,14,22.27920962199313,100.0,0.0,38.30616419992773,6.694017094017094,100.0,0.0,17.791455598627344,73.08019381787804,442.706,0.473,86.29808878646453,39.80217028380634,86.0,10.0,16.352275711147524,9139.990416391276,25950.0,0.0,5018.640524249935
59,2024-07-29 22:48:00,2024-07-29 22:49:00,30,meta-llama/Meta-Llama-3.1-8B,4,shifted,126,43,22.7679180887372,100.0,0.0,38.60933186445678,6.592465753424658,100.0,0.0,17.6822863570546,72.42241718815185,469.145,0.437,85.49759442578194,39.829858215179314,86.0,10.0,16.312378521014235,9097.20799213888,26400.0,0.0,5047.7689279051765
60,2024-07-29 22:49:00,2024-07-29 22:49:00,14,meta-llama/Meta-Llama-3.1-70B,4,shifted,48,14,22.461340206185568,100.0,0.0,38.27693876916625,6.737201365187714,100.0,0.0,17.838229751477733,71.766285,469.145,0.437,84.72245902512998,39.8575,86.0,10.0,16.279221048572634,9055.17564935065,26400.0,0.0,5076.687538006395
