,path,time_scraped,canopy_moisture,dz,extent,extent_fmt,fire_grid,output,resolution,resolution_units,run_binary,stop,run_max_mem_rss_bytes,start,seed,sim_time,surface_moisture,threads,timestep,topo,wind_direction,wind_speed
504,burnpro3d/d/67/80/run_6780dd5f-e756-4398-bba0-396b60e7236d,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:40:07.829522-07:00,516684,2023-07-10T14:31:11.455036-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,6.705
505,burnpro3d/d/a1/a1/run_a1a169d7-288f-4d0b-85d7-4a564b6a0311,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:49:05.301908-07:00,516804,2023-07-10T14:37:44.515028-07:00,-1,4228,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,4.47
506,burnpro3d/d/a4/fb/run_a4fb298d-397a-41c5-84d8-49a2a8158f07,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:40:28.239088-07:00,516648,2023-07-10T14:32:33.692581-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,2.235
507,burnpro3d/d/12/32/run_1232c333-7387-47de-8509-01b4570f4462,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:51:19.076719-07:00,516584,2023-07-10T14:42:24.806378-07:00,-1,4228,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
508,burnpro3d/d/ec/d1/run_ecd15297-fc8c-4e5f-ad7d-9efec3a9b00a,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:42:11.472383-07:00,516716,2023-07-10T14:35:50.301153-07:00,-1,4228,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,2.235
509,burnpro3d/d/06/80/run_0680a287-c2fd-4512-a3f9-60995848d1dd,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:51:28.877365-07:00,516752,2023-07-10T14:36:39.000952-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,4.47
510,burnpro3d/d/56/29/run_5629abcf-a153-4350-aa3f-70d7c77b2f89,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:05:24.690144-07:00,516568,2023-07-10T14:57:23.303055-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,2.235
511,burnpro3d/d/81/da/run_81da2a98-8d1d-435d-b7ba-00fa1aea0c7a,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:41:56.713938-07:00,516628,2023-07-10T14:32:28.654033-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,2.235
512,burnpro3d/d/57/81/run_5781ff17-df9a-40b3-ae6e-814e8e1017e6,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:41:54.646043-07:00,516560,2023-07-10T14:32:28.104043-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,2.235
513,burnpro3d/d/ec/21/run_ec2137fd-5aad-4fde-8ca7-5b937c79a9ad,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:51:12.280327-07:00,516596,2023-07-10T14:42:26.527287-07:00,-1,4228,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
514,burnpro3d/d/24/b5/run_24b5aa72-949c-4d87-8949-fae7e5c01f99,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:52:07.781203-07:00,516776,2023-07-10T14:44:13.789403-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
515,burnpro3d/d/9a/aa/run_9aaae5ad-5edc-4e82-b1ce-868b40a61747,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:58:55.714234-07:00,516536,2023-07-10T14:48:13.757216-07:00,-1,4228,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
516,burnpro3d/d/77/9f/run_779f6ae7-87dd-4cec-98b7-c6810c46da6a,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:43:26.099419-07:00,516660,2023-07-10T14:32:46.266336-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,2.235
517,burnpro3d/d/54/9a/run_549a9ad4-5fe8-4946-91ea-a0e0922f3153,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:00:41.915693-07:00,516776,2023-07-10T14:51:42.033719-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,6.705
518,burnpro3d/d/37/5f/run_375ff6c5-d16e-4651-98df-9db03937c454,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:44:06.452006-07:00,516624,2023-07-10T14:36:34.584477-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,4.47
519,burnpro3d/d/aa/2a/run_aa2a3884-bfab-4c0a-b988-740302c456ec,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:52:55.462215-07:00,516684,2023-07-10T14:39:35.900508-07:00,-1,4228,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,4.47
520,burnpro3d/d/0b/c6/run_0bc63838-98f5-4b3a-b56f-d2753ab457ec,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:53:10.936044-07:00,516604,2023-07-10T14:40:47.801921-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
521,burnpro3d/d/99/d0/run_99d0c911-9b4c-4138-a7b0-c4d457732dcb,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:44:28.570199-07:00,516760,2023-07-10T14:31:11.289233-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,6.705
522,burnpro3d/d/13/d3/run_13d3c5ac-65a8-473e-bdd7-dee5276c0684,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:59:44.483296-07:00,516788,2023-07-10T14:52:14.132105-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,6.705
523,burnpro3d/d/22/e3/run_22e3d3cc-f081-4fd3-822f-41b851bb7ba4,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:54:16.659816-07:00,516900,2023-07-10T14:43:34.206921-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
524,burnpro3d/d/ea/84/run_ea84c06a-ddf0-4dee-938f-e9b2bff7fdbc,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:47:24.106546-07:00,516788,2023-07-10T14:34:29.529652-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,4.47
525,burnpro3d/d/22/92/run_22920827-d355-481f-aa43-020aa490738c,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:47:45.770294-07:00,516544,2023-07-10T14:37:05.849325-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,4.47
526,burnpro3d/d/24/34/run_2434ae66-0d83-40d7-b46e-4f02df4d30ff,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:55:08.572137-07:00,516600,2023-07-10T14:48:40.438148-07:00,-1,4228,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
527,burnpro3d/d/fd/80/run_fd80e393-5a4a-43d9-90ed-f9c222962b8c,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:00:34.497680-07:00,516676,2023-07-10T14:49:45.301959-07:00,-1,4228,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,4.47
528,burnpro3d/d/08/1b/run_081bbd84-0885-4c00-9a82-c5d96967c1c0,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:48:34.124215-07:00,516636,2023-07-10T14:42:17.973847-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
529,burnpro3d/d/61/ce/run_61cefad4-a89f-424f-b818-92aff1de7979,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:48:41.375862-07:00,516588,2023-07-10T14:40:52.865621-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
530,burnpro3d/d/93/a1/run_93a15300-e291-4e6c-b6aa-4b3edafc1b5c,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:56:57.800781-07:00,516708,2023-07-10T14:49:05.935441-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,4.47
531,burnpro3d/d/f1/cc/run_f1ccc9af-8648-4f3f-bd4a-2330c0c0da94,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:49:08.083129-07:00,516548,2023-07-10T14:40:15.107657-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",270.0,6.705
532,burnpro3d/d/90/9f/run_909f263e-f02a-4f20-a553-bd93756fa366,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:58:34.038043-07:00,516640,2023-07-10T14:49:15.802285-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,4.47
533,burnpro3d/d/a6/3b/run_a63b16e2-f204-40aa-b25b-c7d6af814393,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:00:44.223484-07:00,516612,2023-07-10T14:51:44.798752-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,6.705
534,burnpro3d/d/90/6e/run_906e6aef-a7b4-4ff6-8e6d-1f3fc8fc40ec,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:01:06.256927-07:00,516624,2023-07-10T14:49:33.049202-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,4.47
535,burnpro3d/d/92/4c/run_924ceafb-6964-44cc-95bd-9918d27efa32,2023-12-26T00:30:38.559821,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:01:26.109543-07:00,516568,2023-07-10T14:47:57.536700-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
536,burnpro3d/d/cd/3c/run_cd3c895b-c873-45aa-934b-e7848711180d,2023-12-26T00:30:38.559821,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:01:53.240862-07:00,516688,2023-07-10T14:55:15.684649-07:00,-1,4228,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,2.235
