,path,start,stop,sim_time,timestep,wind_direction,wind_speed,canopy_moisture,surface_moisture,run_max_mem_rss_bytes,threads,area,runtime,cpu_total,mem_total,ensemble_uuid,run_uuid
392,burnpro3d/d/03/fa/run_03fa3d9a-e640-46cf-89ba-ac9ace3f8efe,2023-06-15T12:04:54.636207-07:00,2023-06-15T15:33:56.566783-07:00,11382,600,120.0,4.47,0.9,0.05,2470180,1,1981888.0,12542.0,0.0,0.0,43281490-feb7-407f-acbf-8a3d295cc18d,03fa3d9a-e640-46cf-89ba-ac9ace3f8efe
393,burnpro3d/d/18/bc/run_18bc469f-98b3-486a-9f0c-cfa402316f29,2023-06-15T12:07:54.659987-07:00,2023-06-15T15:01:11.796216-07:00,11382,600,120.0,4.47,0.9,0.07,2470260,1,1981888.0,10397.0,0.0,0.0,43281490-feb7-407f-acbf-8a3d295cc18d,18bc469f-98b3-486a-9f0c-cfa402316f29
394,burnpro3d/d/b4/cc/run_b4cca66c-bfc9-4892-b04d-0b37930fb221,2023-06-15T12:11:04.166062-07:00,2023-06-15T16:15:39.992438-07:00,11382,600,120.0,4.47,1.0,0.07,2470272,1,1981888.0,14675.0,0.0,0.0,43281490-feb7-407f-acbf-8a3d295cc18d,b4cca66c-bfc9-4892-b04d-0b37930fb221
395,burnpro3d/d/c8/66/run_c866e27f-4f0d-44ee-af5f-2844f7809837,2023-06-15T11:27:50.031208-07:00,2023-06-15T15:22:23.798997-07:00,11382,600,60.0,2.682,0.9,0.05,2468332,1,1981888.0,14073.0,0.0,0.0,43281490-feb7-407f-acbf-8a3d295cc18d,c866e27f-4f0d-44ee-af5f-2844f7809837
396,burnpro3d/d/82/66/run_82663d5c-e629-47dc-942f-503513340b88,2023-06-15T11:02:39.794956-07:00,2023-06-15T15:01:35.222271-07:00,11382,600,90.0,2.682,1.0,0.05,2470224,1,1981888.0,14336.0,0.0,0.0,43281490-feb7-407f-acbf-8a3d295cc18d,82663d5c-e629-47dc-942f-503513340b88
397,burnpro3d/d/28/40/run_28405090-1949-4059-bef3-af1b3e387af0,2023-06-15T11:31:16.663670-07:00,2023-06-15T16:17:06.712594-07:00,11382,600,60.0,2.682,0.9,0.07,2470168,1,1981888.0,17150.0,0.0,0.0,43281490-feb7-407f-acbf-8a3d295cc18d,28405090-1949-4059-bef3-af1b3e387af0
398,burnpro3d/d/6c/d8/run_6cd87368-b91c-4754-96ad-80f614a43258,2023-06-15T11:18:36.708654-07:00,2023-06-15T16:55:38.186929-07:00,11382,600,60.0,1.788,0.9,0.05,2470232,1,1981888.0,20222.0,0.0,0.0,43281490-feb7-407f-acbf-8a3d295cc18d,6cd87368-b91c-4754-96ad-80f614a43258
399,burnpro3d/d/47/eb/run_47ebca2f-aa36-4345-b498-48e9cf7983ee,2023-06-15T12:02:29.632274-07:00,2023-06-15T16:58:04.869530-07:00,11382,600,120.0,2.682,0.9,0.12,2470040,1,1981888.0,17735.0,0.0,0.0,43281490-feb7-407f-acbf-8a3d295cc18d,47ebca2f-aa36-4345-b498-48e9cf7983ee
400,burnpro3d/d/d3/14/run_d3141793-55fb-479b-83df-dfdf94d4515c,2023-06-16T13:33:06.896156-07:00,2023-06-16T18:12:25.110280-07:00,6640,600,60.0,2.235,1.2,0.08,4229724,1,648024.0,16759.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,d3141793-55fb-479b-83df-dfdf94d4515c
401,burnpro3d/d/45/a1/run_45a1dbcf-abd7-430f-b031-b7a1ce2658f3,2023-06-16T13:28:39.277511-07:00,2023-06-16T19:05:47.497846-07:00,6640,600,90.0,4.47,1.2,0.15,4229420,1,648024.0,20228.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,45a1dbcf-abd7-430f-b031-b7a1ce2658f3
402,burnpro3d/d/d2/10/run_d210b95c-b488-4aa0-a935-6f7ff3650d9f,2023-06-16T13:39:45.149371-07:00,2023-06-17T01:33:58.422360-07:00,6640,600,120.0,2.235,1.2,0.08,4231116,1,648024.0,42853.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,d210b95c-b488-4aa0-a935-6f7ff3650d9f
403,burnpro3d/d/3e/94/run_3e94d8b5-7917-466c-ad8f-3cc91701105e,2023-06-16T13:33:23.167267-07:00,2023-06-16T16:57:27.966375-07:00,6640,600,90.0,4.47,1.2,0.1,4229552,1,648024.0,12244.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,3e94d8b5-7917-466c-ad8f-3cc91701105e
404,burnpro3d/d/02/e9/run_02e9be4d-d758-4cb8-9ae6-9be13f507bdd,2023-06-16T13:30:54.991974-07:00,2023-06-16T19:08:47.929467-07:00,6640,600,60.0,2.235,1.2,0.15,4229724,1,648024.0,20273.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,02e9be4d-d758-4cb8-9ae6-9be13f507bdd
405,burnpro3d/d/f0/2c/run_f02cd186-48ea-4d26-8082-48df347e4918,2023-06-16T13:24:02.910095-07:00,2023-06-16T17:34:02.662141-07:00,6640,600,120.0,4.47,1.2,0.08,4230916,1,648024.0,15000.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,f02cd186-48ea-4d26-8082-48df347e4918
406,burnpro3d/d/cd/6b/run_cd6b1471-7917-4745-8c15-a215abba1081,2023-06-16T13:33:07.558111-07:00,2023-06-16T18:04:43.174276-07:00,6640,600,60.0,4.47,1.2,0.1,4230592,1,648024.0,16296.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,cd6b1471-7917-4745-8c15-a215abba1081
407,burnpro3d/d/9b/b3/run_9bb311b9-49b9-4cb4-a0d4-5ace1372d85c,2023-06-16T13:35:24.623542-07:00,2023-06-16T18:05:06.530674-07:00,6640,600,60.0,4.47,1.2,0.15,4229360,1,648024.0,16182.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,9bb311b9-49b9-4cb4-a0d4-5ace1372d85c
408,burnpro3d/d/57/2b/run_572ba93b-9a50-4af6-956e-bcd1778ab7f8,2023-06-16T13:24:47.279587-07:00,2023-06-16T18:15:48.884943-07:00,6640,600,90.0,2.235,1.2,0.15,4229956,1,648024.0,17461.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,572ba93b-9a50-4af6-956e-bcd1778ab7f8
409,burnpro3d/d/41/58/run_41588229-9dbd-4ad4-ac9e-7db097742e7f,2023-06-16T13:37:21.995443-07:00,2023-06-16T19:14:46.902603-07:00,6640,600,120.0,2.235,1.2,0.1,4230960,1,648024.0,20245.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,41588229-9dbd-4ad4-ac9e-7db097742e7f
410,burnpro3d/d/ee/bb/run_eebb8d0c-6234-4aa3-b5a7-3527ad0a6735,2023-06-16T13:39:44.317870-07:00,2023-06-16T18:28:43.835344-07:00,6640,600,120.0,4.47,1.2,0.1,4230108,1,648024.0,17339.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,eebb8d0c-6234-4aa3-b5a7-3527ad0a6735
411,burnpro3d/d/8f/74/run_8f74fdfe-d4ac-4acd-9cc5-3240653491ad,2023-06-16T13:24:38.385123-07:00,2023-06-16T19:36:29.775212-07:00,6640,600,90.0,2.235,1.2,0.1,4230232,1,648024.0,22311.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,8f74fdfe-d4ac-4acd-9cc5-3240653491ad
412,burnpro3d/d/cf/78/run_cf786f54-600f-4ec2-9b34-218d621117c9,2023-06-16T13:35:38.023868-07:00,2023-06-16T19:35:56.999697-07:00,6640,600,60.0,4.47,1.2,0.08,4229764,1,648024.0,21618.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,cf786f54-600f-4ec2-9b34-218d621117c9
413,burnpro3d/d/f0/af/run_f0af910f-9074-4db6-87d7-06454fe733b0,2023-06-16T13:26:45.756210-07:00,2023-06-16T19:02:17.797509-07:00,6640,600,90.0,2.235,1.2,0.08,4229384,1,648024.0,20132.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,f0af910f-9074-4db6-87d7-06454fe733b0
414,burnpro3d/d/13/6e/run_136ea7a6-e6e5-4265-aaa6-fa7229583853,2023-06-16T13:28:38.722319-07:00,2023-06-16T19:38:36.145156-07:00,6640,600,90.0,4.47,1.2,0.08,4229496,1,648024.0,22198.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,136ea7a6-e6e5-4265-aaa6-fa7229583853
415,burnpro3d/d/7d/ff/run_7dffd2a2-d528-4aca-a555-ffbadc6e19f2,2023-06-16T16:57:49.241328-07:00,2023-06-16T20:05:36.842174-07:00,6640,600,120.0,4.47,1.2,0.15,4230532,1,648024.0,11267.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,7dffd2a2-d528-4aca-a555-ffbadc6e19f2
416,burnpro3d/d/e6/7e/run_e67e2183-6dfd-41a6-9d19-2eadf8177bf3,2023-06-16T13:37:26.217783-07:00,2023-06-16T22:02:43.881117-07:00,6640,600,120.0,2.235,1.2,0.15,4230948,1,648024.0,30317.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,e67e2183-6dfd-41a6-9d19-2eadf8177bf3
417,burnpro3d/d/fb/21/run_fb21f157-7d62-439c-ab4c-8d9e1a80cc26,2023-06-16T13:30:51.549771-07:00,2023-06-16T21:02:06.066046-07:00,6640,600,60.0,2.235,1.2,0.1,4229536,1,648024.0,27075.0,0.0,0.0,879a0df2-1436-4033-af1b-4b2adfeb1859,fb21f157-7d62-439c-ab4c-8d9e1a80cc26
418,burnpro3d/d/75/3e/run_753e4060-c127-40d9-9be9-68eca9e18e4b,2023-06-26T10:42:44.004810-07:00,2023-06-26T12:32:57.309433-07:00,10603,600,180.0,4.47,0.9,0.07,2469832,1,1981888.0,6613.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,753e4060-c127-40d9-9be9-68eca9e18e4b
419,burnpro3d/d/85/d1/run_85d156cd-bfe5-4571-aa0a-e39fb8d9f62a,2023-06-26T11:02:44.483127-07:00,2023-06-26T13:55:02.945351-07:00,10603,600,210.0,4.47,0.9,0.07,2469960,1,1981888.0,10338.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,85d156cd-bfe5-4571-aa0a-e39fb8d9f62a
420,burnpro3d/d/69/04/run_6904f51d-28b7-4030-a18f-0e0135c68489,2023-06-26T10:45:11.845601-07:00,2023-06-26T13:55:04.246493-07:00,10603,600,180.0,4.47,0.9,0.12,2467724,1,1981888.0,11393.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,6904f51d-28b7-4030-a18f-0e0135c68489
421,burnpro3d/d/33/52/run_3352cdb0-7fb3-4ef3-b11a-2fd2aecca7c7,2023-06-26T10:57:43.879404-07:00,2023-06-26T13:43:04.235410-07:00,10603,600,210.0,2.682,0.9,0.05,2470084,1,1981888.0,9921.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,3352cdb0-7fb3-4ef3-b11a-2fd2aecca7c7
422,burnpro3d/d/76/39/run_7639e677-2cb1-4449-8b93-091d474dd5f4,2023-06-26T10:57:42.153594-07:00,2023-06-26T13:44:05.589996-07:00,10603,600,210.0,1.788,0.9,0.12,2469576,1,1981888.0,9983.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,7639e677-2cb1-4449-8b93-091d474dd5f4
423,burnpro3d/d/a1/7a/run_a17ae2d6-bdbc-42a8-84da-57f70409da26,2023-06-26T10:54:23.751390-07:00,2023-06-26T14:03:37.847179-07:00,10603,600,150.0,4.47,0.9,0.12,2469712,1,1981888.0,11354.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,a17ae2d6-bdbc-42a8-84da-57f70409da26
424,burnpro3d/d/e0/5b/run_e05bbb59-159b-4fdc-b08e-284aac328d0f,2023-06-26T10:45:16.491572-07:00,2023-06-26T14:00:26.027371-07:00,10603,600,150.0,1.788,0.9,0.05,2469928,1,1981888.0,11710.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,e05bbb59-159b-4fdc-b08e-284aac328d0f
425,burnpro3d/d/64/2f/run_642f974c-3b4a-4f68-a557-e32cd2403638,2023-06-26T10:37:31.719871-07:00,2023-06-26T13:49:05.644907-07:00,10603,600,180.0,1.788,0.9,0.05,2468016,1,1981888.0,11494.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,642f974c-3b4a-4f68-a557-e32cd2403638
426,burnpro3d/d/f8/6e/run_f86e6dae-0afb-45c7-9552-9044dee0e01d,2023-06-26T10:38:29.870162-07:00,2023-06-26T14:01:04.671505-07:00,10603,600,180.0,2.682,0.9,0.05,2470176,1,1981888.0,12155.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,f86e6dae-0afb-45c7-9552-9044dee0e01d
427,burnpro3d/d/c7/de/run_c7de65dc-511d-441f-aab0-813b8e8ee1d6,2023-06-26T10:51:29.380184-07:00,2023-06-26T14:05:04.013046-07:00,10603,600,150.0,2.682,0.9,0.12,2469876,1,1981888.0,11615.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,c7de65dc-511d-441f-aab0-813b8e8ee1d6
428,burnpro3d/d/64/2c/run_642c6c88-52bd-4ba5-a05e-28124486de25,2023-06-26T10:38:26.539277-07:00,2023-06-26T14:21:23.472949-07:00,10603,600,180.0,1.788,0.9,0.12,2469744,1,1981888.0,13377.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,642c6c88-52bd-4ba5-a05e-28124486de25
429,burnpro3d/d/9b/2e/run_9b2ef3e7-36dc-46b8-b2f3-1e948dcaeabd,2023-06-26T10:55:26.861672-07:00,2023-06-26T14:53:50.945464-07:00,10603,600,210.0,1.788,0.9,0.05,2470176,1,1981888.0,14304.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,9b2ef3e7-36dc-46b8-b2f3-1e948dcaeabd
430,burnpro3d/d/15/ec/run_15ecfbfb-a26f-4cd3-bbe9-56c1f0459458,2023-06-26T10:47:14.406174-07:00,2023-06-26T13:53:45.729426-07:00,10603,600,150.0,1.788,0.9,0.12,2468628,1,1981888.0,11191.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,15ecfbfb-a26f-4cd3-bbe9-56c1f0459458
431,burnpro3d/d/9e/76/run_9e76413b-11c1-451f-bfc7-9b96d7f08d4c,2023-06-26T10:37:32.038160-07:00,2023-06-26T14:05:29.080561-07:00,10603,600,180.0,1.788,0.9,0.07,2470000,1,1981888.0,12477.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,9e76413b-11c1-451f-bfc7-9b96d7f08d4c
432,burnpro3d/d/f2/ad/run_f2ad7e4b-1844-4aab-91d2-d1e089b7cff8,2023-06-26T10:40:58.195068-07:00,2023-06-26T14:10:26.641183-07:00,10603,600,180.0,2.682,0.9,0.12,2468392,1,1981888.0,12568.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,f2ad7e4b-1844-4aab-91d2-d1e089b7cff8
433,burnpro3d/d/ef/af/run_efafcfb4-f36e-400e-8257-0fce9ee46e39,2023-06-26T12:33:08.454545-07:00,2023-06-26T14:16:42.583555-07:00,10603,600,210.0,4.47,0.9,0.12,2469648,1,1981888.0,6214.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,efafcfb4-f36e-400e-8257-0fce9ee46e39
434,burnpro3d/d/47/a1/run_47a163aa-ee94-481e-ba70-0a0a33f80d73,2023-06-26T10:49:32.824735-07:00,2023-06-26T14:22:19.898379-07:00,10603,600,150.0,2.682,0.9,0.07,2470076,1,1981888.0,12767.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,47a163aa-ee94-481e-ba70-0a0a33f80d73
435,burnpro3d/d/95/0a/run_950a8a6b-9498-42d4-b783-f6ae3b33fdef,2023-06-26T10:59:43.754008-07:00,2023-06-26T14:24:33.018171-07:00,10603,600,210.0,2.682,0.9,0.07,2468648,1,1981888.0,12290.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,950a8a6b-9498-42d4-b783-f6ae3b33fdef
436,burnpro3d/d/0b/92/run_0b92efd0-d61f-4f78-8eae-9f246a31e08a,2023-06-26T10:55:26.732719-07:00,2023-06-26T14:26:23.238215-07:00,10603,600,210.0,1.788,0.9,0.07,2469876,1,1981888.0,12657.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,0b92efd0-d61f-4f78-8eae-9f246a31e08a
437,burnpro3d/d/e8/d5/run_e8d564b9-1200-419f-b6bf-e6879b55b703,2023-06-26T10:53:28.334560-07:00,2023-06-26T14:28:33.057949-07:00,10603,600,150.0,4.47,0.9,0.07,2470016,1,1981888.0,12905.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,e8d564b9-1200-419f-b6bf-e6879b55b703
438,burnpro3d/d/35/b7/run_35b7cc76-b025-4302-b517-94a970e1a5b0,2023-06-26T11:00:16.819630-07:00,2023-06-26T14:48:48.672761-07:00,10603,600,210.0,2.682,0.9,0.12,2469568,1,1981888.0,13712.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,35b7cc76-b025-4302-b517-94a970e1a5b0
439,burnpro3d/d/0e/f8/run_0ef841b5-b15a-4ed3-9c96-a69c2f3227e6,2023-06-26T10:49:24.534766-07:00,2023-06-26T14:59:22.953740-07:00,10603,600,150.0,2.682,0.9,0.05,2469996,1,1981888.0,14998.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,0ef841b5-b15a-4ed3-9c96-a69c2f3227e6
440,burnpro3d/d/07/6e/run_076e2d40-5d25-48bb-a9d6-1c75afb1973d,2023-06-26T10:40:42.225079-07:00,2023-06-26T15:17:44.492451-07:00,10603,600,180.0,2.682,0.9,0.07,2466308,1,1981888.0,16622.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,076e2d40-5d25-48bb-a9d6-1c75afb1973d
441,burnpro3d/d/2b/cc/run_2bcc565a-9935-4668-b6ee-ae5bc264957c,2023-06-26T10:47:14.268571-07:00,2023-06-26T15:17:41.591358-07:00,10603,600,150.0,1.788,0.9,0.07,2469924,1,1981888.0,16227.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,2bcc565a-9935-4668-b6ee-ae5bc264957c
442,burnpro3d/d/51/f2/run_51f23955-2f65-42a7-8bc5-6157856d7ad5,2023-06-26T10:51:27.865209-07:00,2023-06-26T15:19:57.806171-07:00,10603,600,150.0,4.47,0.9,0.05,2466208,1,1981888.0,16110.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,51f23955-2f65-42a7-8bc5-6157856d7ad5
443,burnpro3d/d/4a/60/run_4a60dc9d-30e7-4826-86f8-1c5eb562be5b,2023-06-26T11:02:33.492108-07:00,2023-06-26T15:38:51.151089-07:00,10603,600,210.0,4.47,0.9,0.05,2470076,1,1981888.0,16578.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,4a60dc9d-30e7-4826-86f8-1c5eb562be5b
444,burnpro3d/d/71/4a/run_714a1453-fc66-4c3b-884d-3c0b7bd7260b,2023-06-26T10:43:00.471250-07:00,2023-06-26T13:22:04.625178-07:00,10603,600,180.0,4.47,0.9,0.05,2469852,1,1981888.0,9544.0,0.0,0.0,ade8b913-0eb2-4045-bb2e-569012e22001,714a1453-fc66-4c3b-884d-3c0b7bd7260b
445,burnpro3d/d/1c/68/run_1c684087-9167-474a-ab9a-64a60699646d,2023-06-27T15:38:03.276378-07:00,2023-06-27T15:46:20.939388-07:00,3937,600,300.0,4.47,0.95,0.12,517548,1,359488.0,497.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,1c684087-9167-474a-ab9a-64a60699646d
446,burnpro3d/d/ea/69/run_ea691348-aab3-4027-bb2e-a4643599a603,2023-06-27T15:46:46.076979-07:00,2023-06-27T15:55:16.845313-07:00,3937,600,270.0,2.235,0.95,0.05,517560,1,359488.0,510.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,ea691348-aab3-4027-bb2e-a4643599a603
447,burnpro3d/d/7d/79/run_7d790aac-aa11-4c88-aeee-45a9e6d88601,2023-06-27T15:55:41.225543-07:00,2023-06-27T16:04:06.168175-07:00,3937,600,270.0,2.235,0.95,0.07,517736,1,359488.0,505.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,7d790aac-aa11-4c88-aeee-45a9e6d88601
448,burnpro3d/d/00/d5/run_00d57d95-2227-40ea-b1a8-c2b87d150505,2023-06-27T16:04:29.825894-07:00,2023-06-27T16:12:51.127014-07:00,3937,600,270.0,2.235,0.95,0.12,517424,1,359488.0,502.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,00d57d95-2227-40ea-b1a8-c2b87d150505
449,burnpro3d/d/bb/b8/run_bbb81b29-4007-4edc-a242-dcfc2716170b,2023-06-27T18:58:28.189499-07:00,2023-06-27T19:06:55.924591-07:00,3937,600,300.0,6.705,0.95,0.07,517548,1,359488.0,507.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,bbb81b29-4007-4edc-a242-dcfc2716170b
450,burnpro3d/d/84/85/run_8485ff26-2403-4c1d-9dc9-4877d68d477d,2023-06-27T18:10:26.824769-07:00,2023-06-27T18:18:42.087168-07:00,3937,600,240.0,6.705,0.95,0.07,517540,1,359488.0,496.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,8485ff26-2403-4c1d-9dc9-4877d68d477d
451,burnpro3d/d/db/e4/run_dbe48c6d-fba1-4917-8c6f-cc9fbd195341,2023-06-27T16:13:13.203590-07:00,2023-06-27T16:21:30.895485-07:00,3937,600,270.0,4.47,0.95,0.05,517572,1,359488.0,497.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,dbe48c6d-fba1-4917-8c6f-cc9fbd195341
452,burnpro3d/d/7a/e0/run_7ae04763-beaa-4c16-8ef5-c1dd10cdcc78,2023-06-27T16:21:53.805650-07:00,2023-06-27T16:30:09.926733-07:00,3937,600,270.0,4.47,0.95,0.07,517348,1,359488.0,496.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,7ae04763-beaa-4c16-8ef5-c1dd10cdcc78
453,burnpro3d/d/99/11/run_99114803-f327-4771-9f27-876960633520,2023-06-27T16:30:31.775872-07:00,2023-06-27T16:38:52.998724-07:00,3937,600,270.0,4.47,0.95,0.12,517772,1,359488.0,501.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,99114803-f327-4771-9f27-876960633520
454,burnpro3d/d/ae/6b/run_ae6b894a-dbbc-438a-9b7d-62deb3cf4e6c,2023-06-27T18:19:06.549170-07:00,2023-06-27T18:27:16.251272-07:00,3937,600,240.0,6.705,0.95,0.12,517528,1,359488.0,490.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,ae6b894a-dbbc-438a-9b7d-62deb3cf4e6c
455,burnpro3d/d/b4/93/run_b493d206-15de-4e83-8165-55e13cecd048,2023-06-27T18:58:29.421731-07:00,2023-06-27T19:10:37.647933-07:00,3937,600,300.0,6.705,0.95,0.12,517520,1,359488.0,728.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,b493d206-15de-4e83-8165-55e13cecd048
456,burnpro3d/d/9b/45/run_9b457e7d-b90a-4f93-9d69-ed1e140d4818,2023-06-27T16:39:15.741323-07:00,2023-06-27T16:47:29.945392-07:00,3937,600,270.0,6.705,0.95,0.05,517504,1,359488.0,494.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,9b457e7d-b90a-4f93-9d69-ed1e140d4818
457,burnpro3d/d/ce/24/run_ce244ab1-a469-4cb3-be02-cc7f822ff52e,2023-06-27T16:47:54.529581-07:00,2023-06-27T16:56:22.022347-07:00,3937,600,270.0,6.705,0.95,0.07,517628,1,359488.0,508.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,ce244ab1-a469-4cb3-be02-cc7f822ff52e
458,burnpro3d/d/c3/49/run_c349e313-8e0d-4c74-b7e7-f01166ec5752,2023-06-27T18:27:39.338326-07:00,2023-06-27T18:36:10.720570-07:00,3937,600,300.0,2.235,0.95,0.05,517508,1,359488.0,511.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,c349e313-8e0d-4c74-b7e7-f01166ec5752
459,burnpro3d/d/69/5b/run_695b1a8a-a0ea-419b-94d6-94f68feb837b,2023-06-27T16:56:47.284952-07:00,2023-06-27T17:06:06.794596-07:00,3937,600,270.0,6.705,0.95,0.12,517752,1,359488.0,559.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,695b1a8a-a0ea-419b-94d6-94f68feb837b
460,burnpro3d/d/76/4b/run_764be15b-7310-492e-bb2c-9833daedb269,2023-06-27T18:01:47.790585-07:00,2023-06-27T18:10:03.775769-07:00,3937,600,240.0,6.705,0.95,0.05,517572,1,359488.0,496.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,764be15b-7310-492e-bb2c-9833daedb269
461,burnpro3d/d/13/3f/run_133f5c3e-a761-418d-88be-6a73798129d4,2023-06-27T17:06:31.154839-07:00,2023-06-27T17:16:12.759404-07:00,3937,600,240.0,2.235,0.95,0.05,517756,1,359488.0,581.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,133f5c3e-a761-418d-88be-6a73798129d4
462,burnpro3d/d/ff/84/run_ff840c6a-a7a0-4b4f-ae5b-6678c8397f00,2023-06-27T17:16:38.470792-07:00,2023-06-27T17:26:16.222862-07:00,3937,600,240.0,2.235,0.95,0.07,517488,1,359488.0,578.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,ff840c6a-a7a0-4b4f-ae5b-6678c8397f00
463,burnpro3d/d/c6/c3/run_c6c3aaec-c6c4-437b-882d-ef055b561315,2023-06-27T18:36:33.875148-07:00,2023-06-27T18:45:04.352892-07:00,3937,600,300.0,2.235,0.95,0.07,517592,1,359488.0,511.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,c6c3aaec-c6c4-437b-882d-ef055b561315
464,burnpro3d/d/1f/b9/run_1fb96c8d-cffd-4f30-afef-f8ccbdb65405,2023-06-27T17:26:38.708164-07:00,2023-06-27T17:35:09.774527-07:00,3937,600,240.0,2.235,0.95,0.12,517644,1,359488.0,511.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,1fb96c8d-cffd-4f30-afef-f8ccbdb65405
465,burnpro3d/d/22/a4/run_22a4cfd2-d213-4fd9-9512-a027f12078d6,2023-06-27T18:45:27.135708-07:00,2023-06-27T18:53:54.542091-07:00,3937,600,300.0,2.235,0.95,0.12,517668,1,359488.0,507.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,22a4cfd2-d213-4fd9-9512-a027f12078d6
466,burnpro3d/d/59/b0/run_59b0d252-4e6d-4d8f-9546-a8e8cc69f49c,2023-06-27T18:58:23.827238-07:00,2023-06-27T19:11:18.561057-07:00,3937,600,300.0,6.705,0.95,0.05,517648,1,359488.0,775.0,0.0,0.0,4683e1cc-66a9-4500-aa7b-ab936b9cc14e,59b0d252-4e6d-4d8f-9546-a8e8cc69f49c
