,canopy_moisture,run_max_mem_rss_bytes,sim_time,surface_moisture,threads,wind_direction,wind_speed,run_uuid,area,runtime,queue_seconds,cpu_usage_total,mem_usage_total,transmitted_packets_total,received_packets_total,transmitted_bandwidth_total,received_bandwidth_total
10,0.5,9262356,23361,0.1,1,90.0,5.0,b9c0307e-433d-4a40-886d-1877ea829543,2543220.0,37743.0,34.0,150760.34662683035,38751600639.0,57445.52832154989,226842.0080017516,5067060.148456264,1208938895.1766565
11,0.5,9250764,23361,0.1,1,90.0,3.0,39295788-3107-47d5-ba49-dec65351e1d0,2543220.0,42128.0,34.0,159674.66703490843,38751600639.0,60524.30169786078,231167.9694018424,105260109.78003056,1209360005.9094582
12,0.5,9256916,23361,0.3,1,90.0,5.0,95cd1fee-248e-496d-a7d3-5f79e8072081,2543220.0,33072.0,53.0,132052.80320193298,38740381696.0,55007.4177217294,130990.73955943254,4842290.586205011,706877032.9640977
13,0.5,9250828,23361,0.3,1,90.0,3.0,e7499596-e66e-4a60-9d59-24807575d6ac,2543220.0,37430.0,50.0,140959.81767531182,38741667840.0,61694.413629269584,141357.66134589122,294702207.14911056,708071700.7457052
14,0.3,2577588,16486,0.1,1,90.0,3.0,a785c58c-5ea4-43e2-8cf9-f3adff58c189,1053216.0,11750.0,41.0,35131.383829511935,8292233215.0,20882.69832931624,54775.08448974359,2309360.395556581,323042469.2220533
15,0.3,2577844,16486,0.1,1,90.0,5.0,0fd9ef7d-7aee-4541-b1fe-c196595c85fd,1053216.0,51423.0,80.0,114722.97971354976,8296091647.0,13658.820148723094,17338.182376355922,1814818.5212960665,163046698.00837934
16,0.3,2578128,16486,0.3,1,90.0,3.0,1218982f-52f3-4e6e-8985-f6ff8f7cdb74,1053216.0,8430.0,39.0,25166.739264383225,8310054911.0,19838.85504157706,35452.001155913975,2349354.2540724017,323329603.8405069
17,0.3,2577896,16486,0.3,1,90.0,5.0,39eb29a8-bb6a-43f0-a41d-a08fd21d7414,1053216.0,10441.0,39.0,29265.76841891935,8310505471.0,20972.437982353487,36539.59722062,2494813.703958679,323622917.72606266
18,0.5,2538944,16486,0.1,1,90.0,3.0,122432b9-3d3d-452f-a0ef-8dd30ad5f0bb,1053216.0,36675.0,60.0,83737.44715228735,8181399551.0,18563.473850941853,44399.12479987319,2226811.297545333,306046140.4239767
19,0.5,2539508,16486,0.1,1,90.0,5.0,89e7b092-86a5-421f-a1d7-4ab981c5d915,1053216.0,10261.0,58.0,30834.40644967967,8178094079.0,14838.846363636363,40025.06091515151,1733126.258042424,304698773.5143695
20,0.5,2514480,16486,0.3,1,90.0,3.0,a066dfc1-6ec9-40e4-b03a-8503966c1ff3,1053216.0,9651.0,23.0,19248.62506920308,5439135743.0,17049.219045729165,31457.957817187496,1966920.1301178124,309724891.901312
21,0.5,2514464,16486,0.3,1,90.0,5.0,7019d059-9c4c-4dc8-9dd4-bbd628fc12d4,1053216.0,11478.0,22.0,21131.448273840782,5439614975.0,20171.072014313428,35057.356384437815,65007589.00317821,310366312.1503521
22,0.3,2576612,16486,0.1,1,90.0,3.0,0894be72-5149-42f3-ae2c-b87d6df58c2b,1053216.0,9574.0,40.0,28598.95208535668,8287543295.0,19790.945970136698,66184.31145278654,2237280.8774304944,324302481.9018795
23,0.3,2576760,16486,0.1,1,90.0,5.0,536579a2-f3c7-45bb-aabb-d29ec64c9394,1053216.0,9529.0,40.0,28464.48241444588,8287543295.0,19760.83166737227,66234.64916765575,2232911.7802250115,324790524.6643919
24,0.3,2514760,16486,0.3,1,90.0,5.0,1b1461a1-9843-4bb4-94ac-a26f81f23fea,1053216.0,8987.0,57.0,26937.74992172334,8155537407.0,22932.88433641145,65337.73098131953,2540078.1942497017,312506271.3127575
25,0.3,2559788,16486,0.3,1,90.0,3.0,c8e8d64b-a77b-4a13-acc0-5999915546af,1053216.0,10502.0,78.0,28509.158358581968,8155901951.0,23857.759482682588,66041.1892717001,2656073.359471689,312516458.5459471
26,0.5,2538576,16486,0.1,1,90.0,3.0,600764bc-1670-495c-a1ee-1345fe34ad35,1053216.0,11625.0,22.0,21829.868391322336,5464055807.0,23586.654202174133,57774.44199646449,2563704.4271456264,323750052.31730866
27,0.5,2538868,16486,0.1,1,90.0,5.0,61a095ce-1126-42ac-8390-ecf848e67c12,1053216.0,10211.0,19.0,20390.551422363205,5463867391.0,22841.45218636086,57243.66414503324,2470489.026218859,324073722.27840126
28,0.5,2559076,16486,0.3,1,90.0,5.0,e9bdc6c7-9b15-4917-982f-e346d3c35fa6,1053216.0,10623.0,36.0,42322.24120954443,10956746751.0,18450.568443181823,34466.81979299242,2314724.2031416665,310698801.5681627
29,0.5,2561000,16486,0.3,1,90.0,3.0,72ab962c-8f6f-44ef-aed6-0a72c832657b,1053216.0,10947.0,35.0,43070.1875568854,10956746751.0,18635.54891876391,34641.70090073618,2339039.6825387776,310650431.3302463
30,0.3,2512708,16486,0.1,1,90.0,3.0,d607773e-b825-432c-b634-c9b516e3c7a8,1053216.0,10085.0,54.0,30045.637825889266,8149618687.0,22857.04935195195,46811.14451331332,2471553.467003003,311381760.23908234
31,0.3,2513052,16486,0.1,1,90.0,5.0,f991d22c-5722-449b-a572-658e870d8b54,1053216.0,14448.0,91.0,34618.86739874743,8150597631.0,24764.12227716068,48484.439386422135,2758527.5131681515,311487628.6630695
32,0.3,2581404,16486,0.3,1,90.0,5.0,61c3fbcc-e621-44dd-b992-82293a38dd92,1053216.0,8241.0,19.0,24661.328162198748,8311513087.0,20691.980038230708,61566.22881330713,2387260.443135289,324965487.142234
33,0.3,2581460,16486,0.3,1,90.0,3.0,e6ff6a33-a17c-4a59-b3ca-7c921b3b74a2,1053216.0,10191.0,16.0,26720.832949421874,8311988223.0,23114.536319638868,64251.15958473228,37955286.37348024,325381477.8003831
34,0.5,2540240,16486,0.1,1,90.0,3.0,cf54961a-605e-458f-9579-25c6ad404b37,1053216.0,10926.0,37.0,32676.97023969789,8175988735.0,17751.188104051565,39740.869522836096,2203352.544648435,525290683.2438805
35,0.5,2541024,16486,0.1,1,90.0,5.0,56a8c9a7-0065-4c83-996e-110fd2b89c24,1053216.0,50599.0,37.0,112147.67883727633,8180445183.0,23876.312890158937,47901.634769528886,67305900.61130829,527080837.9223344
36,0.5,2578636,16486,0.3,1,90.0,5.0,c783c6c8-a0a4-4449-a877-8116468dca13,1053216.0,10433.0,53.0,41586.37893726192,11053264895.0,13560.080251884056,17891.0999636715,1736860.5673450243,105972585.24503905
37,0.5,2575280,16486,0.3,1,90.0,3.0,91fc0322-f84c-4c4b-bb3d-ad45056305b4,1053216.0,10539.0,52.0,41899.92257284013,11053297663.0,13660.767967780755,17992.64779083855,1749870.7044018167,106089537.69723752
38,0.3,2560364,16486,0.1,1,90.0,5.0,d1dc6b50-172c-4e72-bfc4-8cdfd1aa5e58,1053216.0,10901.0,18.0,21741.24805925,5435764735.0,18723.4494232687,32918.69367590027,2110120.693584488,304508948.93998826
39,0.3,2560404,16486,0.1,1,90.0,3.0,f276dace-8c3f-401b-ae3d-d89eff0aff7f,1053216.0,11499.0,20.0,22393.399188484003,5435797503.0,19066.09625047396,33175.681391771686,2152963.567316878,304439516.06473374
40,0.3,2537820,16486,0.3,1,90.0,3.0,0a58f29f-dd58-4752-8102-4031d5a8662a,1053216.0,9180.0,37.0,18268.418647540217,5498355712.0,17495.094619188596,34463.32121929825,2134724.2152179824,322222026.7162736
41,0.3,2569916,16486,0.3,1,90.0,5.0,48e6e674-793a-48bc-be9d-accba2651c21,1053216.0,12487.0,38.0,21648.10003488196,5498572799.0,21361.141346599165,38831.101569782186,65093113.72469256,322695196.33059126
42,0.5,2539412,16486,0.1,1,90.0,5.0,e434841a-3dd0-4350-a0b1-a1e4f9cc40db,1053216.0,10955.0,57.0,21885.3572202604,5450379263.0,19672.85576923077,33681.61217948718,2236313.775641026,322558371.5451498
43,0.5,2538908,16486,0.1,1,90.0,3.0,f442905b-2103-4fd9-b11e-c81f4c02c76b,1053216.0,11352.0,55.0,22308.30801708215,5450379263.0,20497.55428507176,34624.89247975582,8841322.970285121,322798104.2396271
44,0.5,2576992,16486,0.3,1,90.0,3.0,018cd67a-71e9-46c6-8d88-18e2ae107ad5,1053216.0,10264.0,15.0,20306.521124298124,5541564415.0,29021.696106730826,80306.65207579095,3041804.5338874245,326285883.2768604
45,0.5,2577044,16486,0.3,1,90.0,5.0,834a9394-e9ab-4dbc-99b3-46276b961d3f,1053216.0,10014.0,15.0,20022.32935074771,5541527551.0,28776.83873473473,80061.27626276277,2990834.102417617,325924911.90544444
46,0.3,2512820,16486,0.1,1,90.0,5.0,d5f5ce9a-5a95-4924-a418-b196a71bb790,1053216.0,12301.0,32.0,24405.744634835995,5441896447.0,43090.06426484232,161671.31058597652,4488842.130762614,775545893.1037631
47,0.3,2512460,16486,0.1,1,90.0,3.0,0fe62355-d2f5-498a-b1d9-2f0bf1a2a288,1053216.0,12091.0,32.0,24146.69213427848,5441601535.0,42967.3667990025,161608.09232360765,4473301.149945137,775318844.8391428
48,0.3,2540212,16486,0.3,1,90.0,5.0,445032ee-c1ed-4205-b0cf-4c5a26f842bc,1053216.0,9713.0,51.0,19343.12847135948,5459701759.0,20441.244414330216,44542.36309013499,2223416.004021496,261320524.6973103
49,0.3,2540212,16486,0.3,1,90.0,3.0,038d84a6-0070-4f2b-ae0a-b54d56af0a4f,1053216.0,9691.0,54.0,19304.977953362628,5459701759.0,20391.55897979167,44523.63105604167,2216816.7006115625,261525544.47813025
50,0.5,2570468,16486,0.1,1,90.0,5.0,c49301e9-fa64-4268-a201-4b668464f720,1053216.0,10221.0,14.0,20404.095989877685,5516836863.0,25978.60267102204,60626.017540320434,3034276.7468503453,561104669.5532019
51,0.5,2537848,16486,0.1,1,90.0,3.0,e1c037ab-1339-4a13-af8b-2f1ce78366eb,1053216.0,12196.0,32.0,22429.4435723194,5517377535.0,27603.662385900097,62503.05543631295,5751140.576413857,561632827.0856373
52,0.5,2548336,16486,0.3,1,90.0,5.0,60e6bd24-9210-40f4-9d9e-c76b96cecc2d,1053216.0,8000.0,34.0,23894.3616838592,8209604607.0,28303.32305694445,66498.15439558082,2805210.467228409,325057640.9620968
53,0.3,2528932,16486,0.1,1,90.0,3.0,cad8eca3-651f-4e7b-afbe-347a17a55e5c,1053216.0,11777.0,50.0,35234.33624726936,8205414399.0,47339.844530940165,90124.41010598293,4383198.167821453,563744481.1465193
54,0.3,2547576,16486,0.1,1,90.0,5.0,10aa2dbd-9aa9-4d54-b886-f4c10e4bffdf,1053216.0,11899.0,50.0,35529.32331856296,8205414399.0,47416.50390483788,90184.4299360078,4393326.865642422,563702730.0619544
55,0.3,2574480,16486,0.3,1,90.0,3.0,369ef96b-4b92-445b-918c-7978924356d6,1053216.0,7820.0,15.0,15600.868642545083,5524520959.0,29087.08585747748,67265.43359286606,3104320.1179143186,545508745.2860143
56,0.3,2574484,16486,0.3,1,90.0,5.0,8dc63bed-ee7e-4691-8425-5769cab82c85,1053216.0,9096.0,16.0,16905.602949335975,5524520959.0,29931.16127505179,67941.20345952199,3210067.364391832,545940511.1905931
57,0.5,2514276,16486,0.1,1,90.0,5.0,dfb25579-61c7-4f02-83f4-364ac4037343,1053216.0,9040.0,31.0,36042.86223452239,10857226239.0,21829.2043,48005.545417852845,2349839.3702160176,311026179.6661663
58,0.5,2558976,16486,0.1,1,90.0,3.0,eea24657-08cb-47bd-b9c8-d6573feba6c2,1053216.0,12913.0,30.0,43906.07215083645,10858315775.0,25627.586722747623,52341.822508669095,67890438.20062669,312250089.22070074
59,0.5,2514440,16486,0.3,1,90.0,3.0,4648cd9a-c579-4a82-8a37-2f5150e1f51a,1053216.0,10814.0,46.0,31433.640350877125,8149028863.0,17804.57912902757,28806.3972365672,4350776.61100397,309403824.58612704
60,0.5,2514364,16486,0.3,1,90.0,5.0,6060a077-bf3b-42b1-a892-0c4d2d65ceef,1053216.0,9852.0,50.0,29448.4688441349,8148840447.0,16793.60945132924,27753.762848568505,2048956.9978038853,308893239.09009635
61,0.3,2579572,16486,0.1,1,90.0,5.0,6e03d079-2f60-481b-b858-a026bc6657c8,1053216.0,11888.0,13.0,22817.640582255168,5562552319.0,30374.810702145973,103512.20274257418,3675999.679505728,804573108.3112316
62,0.3,2578996,16486,0.1,1,90.0,3.0,9e0496d2-e72a-4e24-9794-5d5d5a3acfde,1053216.0,10902.0,11.0,21805.951110143847,5562347519.0,29892.07650374793,103120.83424399672,3615826.498082885,804166904.4968526
63,0.3,2549812,16486,0.3,1,90.0,5.0,1cb041f0-8719-424e-85d3-ea1d8feefd46,1053216.0,8046.0,31.0,16011.849525760126,5472428031.0,18900.81248187604,47431.65475184872,2290969.7649085154,323604989.92864233
64,0.3,2531476,16486,0.3,1,90.0,3.0,d765e69b-9c74-48e3-8ebc-94114b7183e1,1053216.0,8623.0,31.0,16642.85424776233,5472428031.0,21114.589220723392,50301.4104289235,65198490.9887051,323742150.14685285
65,0.5,2572008,16486,0.1,1,90.0,5.0,422df9d5-aae3-4bb0-a46b-c496b620ee71,1053216.0,9657.0,48.0,38414.68715409363,11039473663.0,21836.257074608147,67384.65822884013,2297916.139644723,324341475.0001304
66,0.5,2571636,16486,0.1,1,90.0,3.0,3107e2c5-4628-4385-af4b-8929145f778f,1053216.0,10639.0,47.0,40537.827174983366,11039584255.0,24415.9935075487,70551.2271688841,67779672.04988128,324659818.2181265
67,0.5,2539340,16486,0.3,1,90.0,3.0,ed40bfca-e008-4cb2-bdcc-bdc3c9ac7482,1053216.0,8820.0,11.0,26466.212402805675,8167079935.0,17567.23191827575,39819.5433400346,1796028.4505586985,309767918.9998747
68,0.5,2539368,16486,0.3,1,90.0,5.0,14adfef0-5a59-495e-bf59-904a93ee6b57,1053216.0,42554.0,12.0,94016.26096544262,8170336255.0,23550.19361465586,47237.43957804886,65306213.89699855,311538573.26502585
69,0.3,2577440,16486,0.1,1,90.0,3.0,f01d6315-1c75-429d-9735-8553bcd5504c,1053216.0,11737.0,31.0,23364.87149458473,5530501119.0,21666.88823694114,34535.74324233695,2433766.1218543504,322614257.0419767
70,0.3,2578076,16486,0.1,1,90.0,5.0,ac2a0765-c247-43e7-aace-03d2219366e1,1053216.0,11633.0,33.0,23209.693524744143,5530501119.0,21562.44005682211,34440.52491632124,2420850.050838083,322324989.9267614
71,0.3,2558720,16486,0.3,1,90.0,5.0,8b6b1ef9-f0ab-447d-8f94-9f4fa5b87f19,1053216.0,9095.0,48.0,36175.42763987389,10853183487.0,27709.51718449612,74168.715968,2646286.6405564444,313596151.116272
72,0.3,2558524,16486,0.3,1,90.0,3.0,28a6f4b9-82e1-433b-b1c1-41a42f55ccbb,1053216.0,9299.0,47.0,36715.98037408344,10853183487.0,29662.399643929868,76502.62536412207,49462658.08162906,313575944.85244715
73,0.5,2577060,16486,0.1,1,90.0,3.0,28126300-d1eb-4b51-bf55-5858865cfb51,1053216.0,8014.0,22.0,16017.017152650908,5533507583.0,14167.411258145365,17955.903054010025,1768843.9067600248,168792685.2950777
74,0.5,2577304,16486,0.1,1,90.0,5.0,952129af-95a4-4b6b-bdc6-ffd63018a2a8,1053216.0,11234.0,9.0,19257.8977180535,5534683135.0,15923.150610441706,19373.37162411061,1987204.566199205,169197556.0174271
75,0.5,2514052,16486,0.3,1,90.0,5.0,4029dad6-a68a-4c83-9f91-9923027b1437,1053216.0,10288.0,27.0,17106.02741699375,5438857215.0,42311.75887193665,120744.00165722091,4088477.076133359,545196825.4351927
76,0.5,2513992,16486,0.3,1,90.0,3.0,045bb40d-47bb-4e0e-97ce-fb3640b43799,1053216.0,6826.0,28.0,13598.46736522522,5437874175.0,40267.40436946903,119086.36085899704,3833060.434490708,544267197.9285431
77,0.3,2514744,16486,0.1,1,90.0,3.0,97bb3133-1c98-483b-84a2-ff203d7afb62,1053216.0,11103.0,49.0,28236.171908174463,8142450687.0,20473.89562807017,35008.910194603,2336816.95290468,324690973.7306315
78,0.3,2515316,16486,0.1,1,90.0,5.0,c65f274b-c980-4a82-a3af-c2bfc263e8e5,1053216.0,8567.0,45.0,25550.514167696303,8142118911.0,19078.680314134275,33893.404632979975,2161860.392187397,324202705.30713964
79,0.3,2514148,16486,0.3,1,90.0,3.0,e5584072-fb44-4601-a01d-c6fc70f7be23,1053216.0,8553.0,11.0,17074.40411501678,5438361599.0,16407.51165774648,26632.25685293427,2046319.356717371,309679390.45889866
80,0.3,2514140,16486,0.3,1,90.0,5.0,45113c8d-d3ea-4bdd-b449-1fa4a06540d7,1053216.0,12574.0,11.0,21134.39070064848,5439242239.0,20666.07924165747,31397.265056281434,65710167.88616194,310732885.621625
81,0.5,2513212,16486,0.1,1,90.0,5.0,dee01223-7acd-4580-9add-51e2901b1bdc,1053216.0,10340.0,39.0,19585.61288714088,5431541759.0,26147.46477707455,66777.03236057254,20287187.60442173,312521248.1859324
82,0.5,2512548,16486,0.1,1,90.0,3.0,617f4776-9e76-4198-889f-af8476f64d0e,1053216.0,9268.0,27.0,18468.440096002538,5431541759.0,24625.9187732899,65030.03095135723,2645030.511439088,312499854.2272877
83,0.5,2514296,16486,0.3,1,90.0,5.0,bce591cc-3bd7-468f-a7be-00db3916ed2a,1053216.0,10802.0,43.0,43096.73679541543,10863063039.0,17295.129310335193,26454.944722439483,2251779.017067318,310164730.8645816
84,0.5,2514316,16486,0.3,1,90.0,3.0,fb70aecc-95e8-4855-9ed6-2fd1fb4638a8,1053216.0,10806.0,42.0,43111.173965547176,10863063039.0,17300.984404469273,26464.630955772813,2252559.528711266,310300894.52286005
85,0.3,4396492,8362,0.1,1,90.0,5.0,5f1513df-5b88-4c41-811a-d6d629c307f7,828144.0,6255.0,61.0,11969.910717878662,9334697983.0,46088.81234975165,210296.1521754497,4935221.236516417,1584483433.691868
86,0.3,4396772,8362,0.1,1,90.0,3.0,2c1ad624-d228-4827-8436-a79881d653d8,828144.0,5732.0,60.0,11444.655628177808,9334697983.0,45841.209369824566,210288.71398684208,4900208.533520414,1586139409.1966343
87,0.3,4363660,8362,0.3,1,90.0,5.0,679dc9a8-dcba-4fe1-9b81-f4b0c8b984ef,828144.0,7627.0,294.0,13621.40947529646,9278201855.0,21746.76640693069,60167.450932349806,6569681.061201115,590839946.728883
88,0.3,4363520,8362,0.3,1,90.0,3.0,0e247d7c-ec6d-4f7f-9180-2713412e17ba,828144.0,6072.0,295.0,12005.947449948384,9277321215.0,19974.670769166667,58152.949339,1824318.2085105004,588687001.026016
89,0.5,4374304,8362,0.1,1,90.0,5.0,07332ec8-587b-4e54-b880-700d04b6e1ab,828144.0,6538.0,36.0,19583.50150007095,13939404799.0,17514.504435791092,42778.77519569892,2346667.0044021504,631644954.5440295
90,0.5,4374252,8362,0.1,1,90.0,3.0,13cd5cb8-0ae1-404e-b79b-351bd5214547,828144.0,7100.0,15.0,20759.133904041148,13939404799.0,18782.047770368004,43993.96421656411,28468821.6024608,631576173.599012
91,0.5,4420232,8362,0.3,1,90.0,5.0,b0ef50f1-4ebb-4d91-ad55-3b802aac9c47,828144.0,5262.0,28.0,15664.26790797482,14073061375.0,15443.161770306511,84478.78314310346,1967070.1797666664,637974347.0404615
92,0.5,4420128,8362,0.3,1,90.0,3.0,e37bdda1-2388-43d1-97c5-20193789f9e6,828144.0,6212.0,27.0,16731.855474356125,14073098239.0,18811.50645780488,88894.88293886918,75305526.12083596,640148485.9228745
93,0.3,4375088,8362,0.1,1,90.0,5.0,b65419b3-ccde-4f4a-82e3-7dcdccd10214,828144.0,6550.0,44.0,19537.223974546625,13940396031.0,16160.592615148347,40508.52886661547,2043888.4228649745,631183823.3514205
94,0.3,4375104,8362,0.1,1,90.0,3.0,2954bfb6-ea8b-461d-a5ad-33a2369f827d,828144.0,7708.0,44.0,21890.81371522435,13940547583.0,16667.117883221203,41029.693860766325,2108648.472139788,631298759.1729641
95,0.3,4403832,8362,0.3,1,90.0,3.0,dbf2fc84-0b6a-496d-906d-88dec3405433,828144.0,5734.0,55.0,17220.39301538053,14017871871.0,11835.567636630843,54653.70171764489,1419362.8273838526,319825859.49991167
96,0.3,4404000,8362,0.3,1,90.0,5.0,a63542d7-cc7f-4b8d-9933-dcf351e55e16,828144.0,7395.0,53.0,20444.80856904676,14017978367.0,12508.583997368552,55423.44480424019,1505869.5925630492,320771346.3620295
97,0.5,4420500,8362,0.1,1,90.0,5.0,0eefa442-5bb2-4595-8404-3882621af6cb,828144.0,4155.0,14.0,8280.715739713516,9392943103.0,29901.91598942664,111565.06392465527,2914335.9440750293,641582285.8738556
98,0.5,4420976,8362,0.1,1,90.0,3.0,eae95d7c-4866-476f-a5e7-eef3eada78b4,828144.0,8241.0,13.0,12387.35260138081,9394446335.0,31518.46768386755,112870.44315209457,3114734.811559029,641187738.9482467
99,0.5,4384600,8362,0.3,1,90.0,5.0,17c6de3f-6ede-4831-9adf-1cd33fc96075,828144.0,5908.0,35.0,17626.791222621516,13955641343.0,15136.7150591453,42812.98501709402,1846921.992271112,631182440.2401161
100,0.5,4384524,8362,0.3,1,90.0,3.0,3aa7853f-6b4a-43b6-a6d5-fcd152e59908,828144.0,7270.0,37.0,20403.405400380867,13955829759.0,15746.161045375067,43418.08920333967,1925448.1923884624,631816106.8705463
101,0.3,4414260,8362,0.1,1,90.0,3.0,6b76d436-426a-4547-a728-aeca0ff6f858,828144.0,6222.0,41.0,12374.24906296865,9390407679.0,31111.85057252032,117358.54938,3184845.4639676423,797086506.9432911
102,0.3,4414384,8362,0.1,1,90.0,5.0,aa5ca840-3c27-4961-9441-666d25ba40fa,828144.0,6914.0,41.0,13115.101317536848,9390723071.0,31467.275138927027,117586.3272564518,3229027.443161868,796671963.9109247
103,0.3,4403052,8362,0.3,1,90.0,3.0,14ab6a41-7fcc-497f-9c5f-fb84ccc20167,828144.0,6214.0,59.0,12423.910455018358,9376694271.0,16624.65664724919,63516.75782103561,2230007.7320048544,793345658.259898
104,0.3,4403032,8362,0.3,1,90.0,5.0,a9ea2b4a-4fea-46f1-bd2f-b4f3089e0fc6,828144.0,7141.0,59.0,13365.713309575822,9376837631.0,17033.785443599198,63827.55767545369,2280474.2399177426,793173734.6914692
105,0.5,4357116,8362,0.1,1,90.0,3.0,ce3126d4-ee27-4b5e-86cf-6c7c9428bd57,828144.0,8013.0,16.0,29362.464006272898,18496634879.0,14221.352615775928,36031.6678658606,74246641.05531073,383934515.70111847
106,0.5,4356732,8362,0.1,1,90.0,5.0,ad453fef-39e7-4649-878c-5063776e33df,828144.0,6659.0,18.0,26553.18517396431,18496348159.0,10802.584230445633,31818.82521846428,1410690.694767906,382799440.412968
107,0.5,4409696,8362,0.3,1,90.0,3.0,4782e38f-405d-42c1-bf50-74c2ab431b87,828144.0,7668.0,32.0,28492.08501269988,18713755647.0,13431.52280513834,60001.91470039526,1592062.1279818185,329034992.341039
108,0.5,4409592,8362,0.3,1,90.0,5.0,e5340e59-33ed-46dc-9800-f916138a9f8c,828144.0,6606.0,34.0,26287.320711606648,18713612287.0,12969.759467938547,59644.661413221016,1532425.2846725862,329538542.3098985
109,0.3,4393724,8362,0.1,1,90.0,3.0,1d1421da-9030-4740-8ac5-192436f8812e,828144.0,5278.0,48.0,20926.97337374608,18648768511.0,10932.472775848782,49122.73222326313,1402559.144502062,497482185.2509531
110,0.3,4393708,8362,0.1,1,90.0,5.0,58f44377-b7ab-415f-befb-e8cdd163798a,828144.0,7321.0,47.0,25160.395991653124,18649473023.0,14582.50599104683,53675.29681763085,74628320.60180247,498405507.9477732
111,0.3,4399128,8362,0.3,1,90.0,5.0,6f4ab56e-3771-41dc-bfc1-692047a08caa,828144.0,6146.0,13.0,12219.969547614415,9349287935.0,20187.45965294118,52042.91846666667,2335594.824891176,633210362.0351216
112,0.3,4406024,8362,0.3,1,90.0,3.0,9aeb6a50-8719-4fb3-902b-28220ea2b591,828144.0,6169.0,21.0,12268.672544221989,9349287935.0,20213.42570910569,52025.39340780488,2339090.8880169108,632675454.5821291
113,0.5,4410404,8362,0.1,1,90.0,3.0,d4641c1d-a73f-4808-896c-4e4545bba869,828144.0,7519.0,25.0,20391.37451466193,14035693567.0,24636.39432916667,64663.6721795699,59934715.5126034,791574263.9793134
114,0.5,4410040,8362,0.1,1,90.0,5.0,fcd47d32-1cff-4c32-9773-4f2890b5da32,828144.0,5396.0,29.0,16082.049448282223,14035656703.0,20990.28908764045,60007.50946779025,2220028.3576831464,790496643.0856348
115,0.5,4395052,8362,0.3,1,90.0,5.0,034f81d7-7a17-42b3-aee4-8f4ab66ea7e5,828144.0,8579.0,32.0,17088.53909794212,9348567039.0,16795.2221971831,42142.38349929577,1678734.7034431929,604085915.6974711
116,0.5,4394968,8362,0.3,1,90.0,3.0,995c50b6-88bf-4ee9-9a70-eb63157d0f58,828144.0,8745.0,31.0,17319.4882719596,9348567039.0,18599.19220968893,44649.50748268306,22749289.24317228,604130313.0605536
117,0.3,4456416,8362,0.1,1,90.0,3.0,4a25ceac-b2e2-44c8-874a-1d12a2d73562,828144.0,7392.0,55.0,13683.001356736702,9471598591.0,21159.300935238098,83058.47694489796,2813668.952518096,904441051.6317898
118,0.3,4456664,8362,0.1,1,90.0,5.0,7b807956-a3cb-4f19-89ca-91d8171d8aec,828144.0,6310.0,49.0,12531.094210565658,9471598591.0,20642.27588573028,82648.79777370873,2748546.7641829844,904631668.7526016
119,0.3,4406200,8362,0.3,1,90.0,3.0,adab9a66-d18e-40a7-a86d-dbe36781d373,828144.0,7628.0,47.0,15181.176750505894,9361293311.0,14059.783894787515,26533.584867961486,1695568.706142568,471221376.3946484
120,0.3,4406236,8362,0.3,1,90.0,5.0,a0c773cd-9e58-40a5-a04b-5b71c487d5eb,828144.0,8510.0,51.0,16122.094842242475,9361313791.0,15052.135900938716,27477.91191546688,12421209.282674365,471624168.2111019
121,0.5,4377192,8362,0.1,1,90.0,5.0,914c81cb-2dd3-41ef-a517-2d8484c43158,828144.0,28698.0,9.0,63349.60787924269,13938376703.0,18196.27902996607,42891.47332528237,74778679.01286198,631869617.3610952
122,0.5,4377612,8362,0.1,1,90.0,3.0,05497292-2ff0-45a4-8568-1c20dc22a244,828144.0,5890.0,9.0,17664.917825121312,13936357375.0,13041.492514188034,35859.20945094017,1721053.5964664957,631363095.2427473
123,0.5,4395392,8362,0.3,1,90.0,3.0,a26e6d71-2ce2-4de6-820c-27a5a269e659,828144.0,6249.0,22.0,12478.155230772109,9355042815.0,19691.28490966184,116832.2839359098,2352102.749940418,639039083.5274106
124,0.5,4395420,8362,0.3,1,90.0,5.0,76a36c7f-5a32-4eca-a997-22d315c916b8,828144.0,6196.0,22.0,12381.92292450136,9355022335.0,19617.04407544716,116884.8051209756,2342841.781286829,639822911.6716162
125,0.3,4393576,8362,0.1,1,90.0,3.0,c25639d8-8a1a-42b8-8b50-b1becc06d749,828144.0,5308.0,39.0,15790.289746239543,13988941823.0,14447.204130743296,54153.71194590475,1681318.345797744,474114401.1062294
126,0.3,4393116,8362,0.1,1,90.0,5.0,89c60641-9ee0-4ea4-be3c-4db0bbe4bed5,828144.0,5490.0,40.0,16078.763814179056,13988941823.0,15189.158997955488,54959.32545484284,4711713.614394544,474251510.9090072
127,0.3,4404748,8362,0.3,1,90.0,5.0,149339de-73d3-4de8-a89c-98209e9854d7,828144.0,7109.0,62.0,14176.006493697194,9350856703.0,18543.16618079096,52153.04372768362,2143326.4383446327,635334516.0982306
128,0.3,4404948,8362,0.3,1,90.0,3.0,d73df3aa-332e-45b4-99c2-3e10a3e373cf,828144.0,7214.0,59.0,14325.002734431964,9350856703.0,20334.639524742684,54655.406645128256,18108371.64072701,636648217.886825
