,runtime,sim_time,surface_moisture,timestep,wind_direction,wind_speed,canopy_moisture,run_max_mem_rss_bytes,area,steps_fire
559,2762,5983,0.25,600,150.0,6.705,1.0,2275744,648024.0,600
560,11774,13493,0.15,600,60.0,4.47,0.9,2426096,1981888.0,600
561,499,3937,0.05,600,240.0,4.47,0.95,517656,359488.0,600
562,9313,11359,0.1,600,180.0,2.235,1.0,2470724,1981888.0,600
563,4222,4225,0.2,600,120.0,5.0,0.4,2659456,820864.0,600
564,12364,7313,0.15,600,270.0,4.47,1.1,2551576,820080.0,600
565,1516,4225,0.2,600,180.0,15.0,0.5,2659500,820864.0,600
566,9740,11382,0.07,600,120.0,2.682,1.0,2470008,1981888.0,600
567,897,4228,0.09,600,270.0,2.235,1.0,516704,359488.0,600
568,11625,11359,0.1,600,210.0,2.235,1.0,2468536,1981888.0,600
569,9667,10666,0.2,600,60.0,2.235,0.9,2469168,1981888.0,600
570,12617,11359,0.07,600,150.0,2.235,0.8,2470780,1981888.0,600
571,2139,5918,0.25,600,120.0,6.705,1.0,2462224,646416.0,600
572,493,4235,0.07,600,300.0,2.235,1.0,516880,359488.0,600
573,802,4228,0.07,600,240.0,6.705,1.1,516480,359488.0,600
574,11066,11382,0.05,600,60.0,4.47,0.9,2470764,1981888.0,600
575,7989,10666,0.1,600,90.0,6.705,0.9,2469700,1981888.0,600
576,2842,4672,0.05,600,270.0,3.0,0.9,3879140,648024.0,600
577,453,4228,0.09,600,300.0,6.705,1.0,516628,359488.0,600
578,20857,6705,0.05,600,90.0,2.682,0.9,4247052,648024.0,600
579,1058,4307,0.1,600,74.0,2.235,0.9,1727196,560976.0,600
580,4162,5918,0.1,600,60.0,2.235,0.9,2461884,646416.0,600
581,11826,10666,0.1,600,90.0,2.235,0.9,2467312,1981888.0,600
582,875,5223,0.15,600,120.0,4.47,0.9,451952,294840.0,600
583,19339,8543,0.09,600,195.0,6.705,0.9,4233224,648024.0,600
584,3304,4672,0.1,600,270.0,3.0,0.9,3878812,648024.0,600
585,7837,15837,0.12,600,0.0,2.235136343316942,1.0,1593896,1045000.0,600
586,2366,5918,0.1,600,90.0,2.235,0.9,2461872,646416.0,600
587,55,20,0.12,1,0.0,5.0,1.0,3504732,795096.0,1
588,933,5663,0.1,600,285.0,5.364,1.2,1630176,437720.0,600
589,38941,22208,0.08,600,0.0,4.0,1.0,4896472,3127200.0,600
590,31104,15154,0.07,600,0.0,3.0,1.0,8056664,3537360.0,600
591,10827,10666,0.1,600,120.0,4.47,0.9,2469728,1981888.0,600
592,48,20,0.12,1,0.0,5.0,1.0,3500140,795096.0,1
593,6546,4503,0.05,600,5.0,4.47,1.0,1934928,560976.0,600
594,468,4228,0.07,600,270.0,6.705,1.0,516588,359488.0,600
595,13453,14997,0.15,600,330.0,6.705,1.1,3919500,648024.0,600
596,2751,5945,0.15,600,90.0,4.47,1.0,1336892,646416.0,600
597,570,4005,0.09,600,120.0,2.235,0.0,451956,294840.0,600
598,1986,4225,0.2,600,90.0,5.0,0.5,2658908,820864.0,600
599,2167,19838,0.15,600,120.0,6.705,0.9,452204,294840.0,600
600,1952,19838,0.15,600,60.0,4.47,0.9,452192,294840.0,600
601,13193,11382,0.07,600,120.0,2.682,0.9,2470144,1981888.0,600
602,7587,10666,0.2,600,120.0,4.47,0.9,2468956,1981888.0,600
603,2112,4225,0.12,600,150.0,2.0,1.0,1372212,727380.0,600
604,11838,16374,0.07,600,300.0,4.47,1.0,2427600,1981888.0,600
605,2744,6748,0.05,600,90.0,1.341,0.9,1338836,646416.0,600
606,9820,11382,0.12,600,120.0,2.682,1.0,2470060,1981888.0,600
607,14293,11359,0.07,600,210.0,4.023,0.8,2468732,1981888.0,600
608,13376,10603,0.12,600,180.0,1.788,0.9,2469744,1981888.0,600
609,11493,10603,0.05,600,180.0,1.788,0.9,2468016,1981888.0,600
610,7488,4225,0.1,600,180.0,5.0,0.5,2659948,820864.0,600
611,13361,11359,0.07,600,180.0,2.235,1.0,2468716,1981888.0,600
612,623,4005,0.07,600,90.0,4.47,0.0,451880,294840.0,600
613,17944,27251,0.1,600,90.0,2.235,1.0,3919844,648024.0,600
614,2502,4225,0.2,600,180.0,20.0,0.5,2659472,820864.0,600
615,2239,19838,0.1,600,60.0,4.47,0.9,451972,294840.0,600
616,3819,19838,0.25,600,60.0,4.47,1.0,452152,294840.0,600
617,545,4235,0.07,600,270.0,4.47,1.0,516788,359488.0,600
618,632,4005,0.07,600,60.0,6.705,0.0,452088,294840.0,600
619,2625,6748,0.05,600,60.0,2.235,0.9,1339020,646416.0,600
620,7151,7313,0.2,600,300.0,6.705,1.1,2551856,820080.0,600
621,8565,11382,0.05,600,180.0,4.47,0.9,2469280,1981888.0,600
622,12574,16374,0.07,600,240.0,6.705,1.0,2427664,1981888.0,600
623,2880,4225,0.2,600,90.0,10.0,0.4,2659280,820864.0,600
624,12571,11382,0.12,600,60.0,2.682,1.0,2469760,1981888.0,600
625,2870,5918,0.15,600,60.0,6.705,0.9,2461968,646416.0,600
626,2301,5945,0.25,600,60.0,2.235,0.9,1336972,646416.0,600
627,10689,10666,0.15,600,120.0,4.47,0.9,2469676,1981888.0,600
628,17477,27251,0.2,600,120.0,2.235,1.0,3916888,648024.0,600
629,18183,6906,0.15,600,240.0,2.235,0.9,2565368,820080.0,600
630,536,4228,0.05,600,300.0,6.705,1.1,516684,359488.0,600
631,4576,4503,0.1,600,35.0,2.235,1.0,1934960,560976.0,600
632,1819,19838,0.15,600,90.0,2.235,0.9,452168,294840.0,600
633,1894,9396,0.25,600,90.0,6.705,0.9,2456468,646416.0,600
634,7375,3824,0.05,600,15.0,2.235,1.0,1938328,560976.0,600
635,20766,6705,0.05,600,60.0,1.341,0.9,4245880,648024.0,600
636,2759,5918,0.25,600,120.0,4.47,0.9,2461812,646416.0,600
637,4347,4225,0.2,600,120.0,20.0,0.3,2659228,820864.0,600
638,10336,7313,0.1,600,240.0,6.705,1.1,2552568,820080.0,600
639,11392,10603,0.12,600,180.0,4.47,0.9,2467724,1981888.0,600
640,2157,4225,0.2,600,60.0,5.0,0.3,2659456,820864.0,600
641,559,3937,0.12,600,270.0,6.705,0.95,517752,359488.0,600
642,15694,16374,0.05,600,300.0,4.47,1.0,2427684,1981888.0,600
643,375,4235,0.12,600,240.0,6.705,1.0,516920,359488.0,600
644,53888,21100,0.08,600,270.0,4.0,1.0,16187164,4534236.0,600
645,2514,19838,0.25,600,90.0,4.47,1.0,452332,294840.0,600
646,8583,27251,0.2,600,60.0,2.235,1.0,3917380,648024.0,600
647,9174,14997,0.08,600,360.0,5.364,1.0,3919524,648024.0,600
648,11844,27251,0.2,600,90.0,2.235,0.9,3916872,648024.0,600
649,731,5223,0.15,600,120.0,6.705,0.9,452048,294840.0,600
650,2100,5983,0.2,600,180.0,4.47,1.0,2275356,648024.0,600
651,3540,5945,0.2,600,60.0,4.47,1.0,1336808,646416.0,600
652,2393,5918,0.1,600,90.0,2.235,1.0,2461896,646416.0,600
653,1743,5945,0.25,600,90.0,4.47,1.0,1336740,646416.0,600
654,12791,6906,0.1,600,240.0,4.47,1.1,2565312,820080.0,600
655,2396,5460,0.1,600,90.0,2.235,0.9,1336840,646416.0,600
656,11645,10951,0.06,600,85.0,5.364,1.0,3897048,962800.0,600
657,3177,5918,0.15,600,90.0,6.705,1.0,2461872,646416.0,600
658,7471,14997,0.15,600,30.0,6.705,1.1,3912424,648024.0,600
659,20221,11382,0.05,600,60.0,1.788,0.9,2470232,1981888.0,600
660,12014,11382,0.12,600,120.0,4.47,0.9,2470096,1981888.0,600
661,3084,4225,0.1,600,120.0,10.0,0.5,2660008,820864.0,600
662,440,5983,0.15,600,150.0,2.235,1.0,2275408,648024.0,600
663,2409,3831,0.1,600,330.0,2.235,0.9,1264524,720564.0,600
664,19843,27251,0.15,600,120.0,2.235,0.9,3916460,648024.0,600
665,10490,7313,0.15,600,240.0,4.47,1.1,2551668,820080.0,600
666,79,600,0.3,30,5.0,6.0,1.1,419128,360000.0,30
667,48,20,0.12,1,0.0,5.0,1.0,3534216,795096.0,1
668,2718,5983,0.25,600,210.0,2.235,0.9,2274684,648024.0,600
669,2772,9396,0.25,600,60.0,4.47,0.9,2456580,646416.0,600
670,4020,9810,0.1,600,90.0,2.235,0.9,2289800,820080.0,600
671,14158,27251,0.2,600,120.0,4.47,0.9,3917560,648024.0,600
672,8801,16374,0.07,600,240.0,6.705,0.9,2427616,1981888.0,600
673,2634,5983,0.1,600,210.0,4.47,1.0,2275548,648024.0,600
674,11449,11382,0.12,600,90.0,1.788,1.0,2470216,1981888.0,600
675,12605,11382,0.12,600,150.0,4.47,0.9,2469176,1981888.0,600
676,1783,4225,0.1,600,90.0,5.0,0.3,2659696,820864.0,600
677,19460,11382,0.07,600,90.0,1.788,1.0,2470156,1981888.0,600
678,1315,5945,0.15,600,90.0,4.47,0.9,1336784,646416.0,600
679,362,9396,0.15,600,60.0,2.235,1.0,2456576,646416.0,600
680,2858,6748,0.03,600,90.0,2.235,0.9,1339216,646416.0,600
681,2239,4225,0.2,600,60.0,10.0,0.5,2659412,820864.0,600
682,2177,4225,0.3,600,90.0,10.0,0.5,2658728,820864.0,600
683,15968,27251,0.1,600,120.0,6.705,1.0,3921012,648024.0,600
685,4979,4853,0.12,600,55.0,2.0,1.0,2694976,686196.0,600
686,11399,6906,0.15,600,270.0,2.235,0.9,2565464,820080.0,600
687,15824,27251,0.15,600,120.0,6.705,0.9,3920884,648024.0,600
688,10784,10666,0.2,600,60.0,6.705,0.9,2469440,1981888.0,600
689,27724,10103,0.03,600,225.0,2.0,0.8,10623524,2967424.0,600
690,2091,4674,0.1,600,270.0,3.0,0.9,1864944,646416.0,600
691,1942,19838,0.1,600,120.0,6.705,1.0,452032,294840.0,600
692,8148,13493,0.1,600,90.0,6.705,0.9,2428216,1981888.0,600
693,18464,27251,0.1,600,90.0,6.705,1.0,3920536,648024.0,600
694,9544,10603,0.05,600,180.0,4.47,0.9,2469852,1981888.0,600
695,7601,6906,0.2,600,300.0,6.705,0.9,2565228,820080.0,600
696,12435,13493,0.1,600,120.0,2.235,0.9,2426164,1981888.0,600
697,7312,14997,0.15,600,360.0,5.364,1.0,3912080,648024.0,600
698,2964,5918,0.1,600,90.0,6.705,1.0,2461836,646416.0,600
699,3992,4677,0.25,600,270.0,3.0,0.9,2246364,648024.0,600
700,10670,11382,0.12,600,180.0,2.682,0.9,2469156,1981888.0,600
701,2074,4225,0.2,600,120.0,15.0,0.5,2659172,820864.0,600
702,17171,6910,0.15,600,180.0,6.705,0.9,4672756,908352.0,600
703,729,5223,0.15,600,60.0,6.705,0.9,451948,294840.0,600
704,7933,6910,0.15,600,180.0,4.47,0.9,4672452,908352.0,600
705,34030,21994,0.12,600,144.0,2.0,1.0,8283300,2543220.0,600
706,1707,4225,0.1,600,60.0,20.0,0.5,2659756,820864.0,600
708,2703,9396,0.2,600,90.0,6.705,0.9,2456676,646416.0,600
709,758,5983,0.1,600,180.0,6.705,0.9,2275828,648024.0,600
710,14472,6910,0.1,600,180.0,6.705,0.9,4673336,908352.0,600
711,15643,16374,0.05,600,300.0,6.705,1.0,2427596,1981888.0,600
712,5166,4503,0.05,600,35.0,2.235,1.0,1934740,560976.0,600
713,2610,5945,0.2,600,60.0,6.705,1.0,1337132,646416.0,600
714,14866,11382,0.12,600,150.0,1.788,0.9,2471180,1981888.0,600
715,39667,8543,0.09,600,255.0,6.705,0.9,4231360,648024.0,600
716,375,4235,0.12,600,300.0,6.705,1.0,516972,359488.0,600
717,685,4854,0.08,600,0.0,4.0,1.0,502732,359488.0,600
718,2261,4225,0.2,600,180.0,15.0,0.5,2659256,820864.0,600
719,10345,7313,0.2,600,240.0,2.235,1.1,2551552,820080.0,600
720,10484,16374,0.05,600,300.0,2.235,1.0,2427624,1981888.0,600
721,12541,6906,0.1,600,240.0,4.47,0.9,2565396,820080.0,600
722,8575,16374,0.09,600,300.0,6.705,1.0,2427500,1981888.0,600
723,10035,10666,0.15,600,90.0,6.705,0.9,2467456,1981888.0,600
724,2502,19838,0.25,600,90.0,6.705,0.9,452124,294840.0,600
725,2267,5983,0.25,600,150.0,2.235,0.9,2274808,648024.0,600
726,5826,7313,0.1,600,300.0,4.47,1.1,2551644,820080.0,600
727,2723,5918,0.25,600,90.0,6.705,0.9,2449460,646416.0,600
728,1981,4636,0.25,600,270.0,3.0,0.9,2458808,646416.0,600
729,2456,4225,0.2,600,180.0,15.0,0.3,2659280,820864.0,600
730,2543,4225,0.2,600,60.0,5.0,0.5,2659472,820864.0,600
731,2263,5983,0.15,600,210.0,4.47,0.9,2275508,648024.0,600
732,15662,27251,0.15,600,90.0,4.47,1.0,3919556,648024.0,600
733,12407,6906,0.2,600,240.0,4.47,0.9,2565500,820080.0,600
734,553,4235,0.07,600,300.0,4.47,1.0,516896,359488.0,600
735,6613,10603,0.07,600,180.0,4.47,0.9,2469832,1981888.0,600
736,1703,5945,0.1,600,60.0,4.47,0.9,1336712,646416.0,600
737,23461,6910,0.2,600,180.0,6.705,0.9,4672612,908352.0,600
738,2817,9396,0.1,600,90.0,6.705,0.9,2456776,646416.0,600
739,31642,16451,0.18,600,0.0,4.0,1.0,13527668,3116640.0,600
740,9983,10603,0.12,600,210.0,1.788,0.9,2469576,1981888.0,600
741,477,4005,0.1,600,60.0,2.235,0.9,451612,294840.0,600
742,2287,4740,0.07,600,137.0,4.47,0.8,3465632,694416.0,600
743,3129,4225,0.1,600,60.0,5.0,0.3,2659608,820864.0,600
744,495,3937,0.05,600,240.0,6.705,0.95,517572,359488.0,600
745,14237,13493,0.15,600,90.0,6.705,0.9,2428416,1981888.0,600
746,1779,4674,0.05,600,270.0,3.0,0.9,1865116,646416.0,600
747,3658,5918,0.2,600,60.0,2.235,0.9,2461836,646416.0,600
748,2265,3831,0.1,600,30.0,2.235,0.9,1264452,720564.0,600
749,6530,9511,0.12,600,149.0,5.0,1.0,3874712,828144.0,600
750,4214,4225,0.1,600,120.0,10.0,0.3,2659928,820864.0,600
751,3077,5983,0.15,600,210.0,4.47,1.0,2275624,648024.0,600
752,11069,14997,0.08,600,330.0,5.364,1.0,3912348,648024.0,600
753,1325,11719,0.1,600,90.0,2.235,1.0,451744,294840.0,600
754,639,4228,0.07,600,270.0,2.235,1.1,516660,359488.0,600
755,2411,4225,0.1,600,180.0,15.0,0.3,2659684,820864.0,600
756,1860,5983,0.25,600,180.0,6.705,1.0,2275460,648024.0,600
757,2579,4225,0.3,600,90.0,5.0,0.5,2658916,820864.0,600
758,2564,5983,0.1,600,180.0,4.47,0.9,2275476,648024.0,600
759,1023,5295,0.05,600,170.0,2.682,1.2,647144,538244.0,600
760,14841,27251,0.2,600,60.0,6.705,1.0,3920812,648024.0,600
761,1645,5945,0.2,600,120.0,6.705,0.9,1337368,646416.0,600
762,4232,4225,0.2,600,90.0,5.0,0.4,2659240,820864.0,600
763,2749,19838,0.15,600,60.0,2.235,0.9,452108,294840.0,600
764,3279,5983,0.15,600,150.0,4.47,1.0,2275448,648024.0,600
765,10959,11382,0.12,600,60.0,4.47,0.9,2470112,1981888.0,600
766,3305,5918,0.1,600,90.0,2.235,0.9,2449484,646416.0,600
767,1716,6748,0.1,600,90.0,2.235,0.9,1338892,646416.0,600
768,415,1077,0.12,60,93.0,2.235136343316942,1.0,1349796,404480.0,60
769,1317,5295,0.03,600,230.0,2.682,1.2,646796,538244.0,600
770,496,3937,0.07,600,270.0,4.47,0.95,517348,359488.0,600
771,10679,12016,0.07,600,90.0,3.0,1.0,2466216,1981888.0,600
772,792,5223,0.1,600,60.0,2.235,0.9,452028,294840.0,600
773,3026,36169,0.15,600,315.0,7.0,1.0,15943772,3930816.0,600
774,535,4005,0.07,600,60.0,2.235,0.0,452012,294840.0,600
775,2728,4225,0.3,600,60.0,10.0,0.5,2659484,820864.0,600
776,1880,6748,0.1,600,60.0,4.47,0.9,1336304,646416.0,600
777,2252,4225,0.3,600,60.0,20.0,0.5,2659268,820864.0,600
778,21807,27251,0.2,600,90.0,4.47,0.9,3918964,648024.0,600
779,1824,4225,0.3,600,180.0,15.0,0.3,2658888,820864.0,600
780,7951,4225,0.2,600,60.0,20.0,0.5,2659536,820864.0,600
781,12372,13493,0.1,600,60.0,2.235,0.9,2428236,1981888.0,600
782,2636,5945,0.15,600,60.0,4.47,1.0,1336932,646416.0,600
783,504,3937,0.07,600,270.0,2.235,0.95,517736,359488.0,600
784,11267,6640,0.15,600,120.0,4.47,1.2,4230532,648024.0,600
785,11226,16374,0.09,600,240.0,2.235,1.0,2427396,1981888.0,600
786,823,3916,0.05,600,270.0,4.47,1.0,516444,359488.0,600
787,2401,19838,0.1,600,60.0,6.705,0.9,452184,294840.0,600
788,1934,4225,0.3,600,90.0,10.0,0.5,2658684,820864.0,600
789,2256,19838,0.1,600,60.0,2.235,1.0,452284,294840.0,600
790,17883,13493,0.15,600,60.0,2.235,0.9,2426080,1981888.0,600
791,5433,5945,0.1,600,120.0,4.47,0.9,1336872,646416.0,600
792,1112,4271,0.1,600,31.0,2.235,0.9,851656,460200.0,600
793,3010,9396,0.15,600,90.0,4.47,0.9,2456540,646416.0,600
794,11278,27251,0.1,600,90.0,2.235,0.9,3919640,648024.0,600
795,3086,5983,0.15,600,210.0,2.235,1.0,2274704,648024.0,600
796,2268,19838,0.2,600,90.0,2.235,1.0,452104,294840.0,600
797,1220,4594,0.1,600,120.0,2.235,0.9,1380260,404480.0,600
798,1583,3779,0.33,600,160.0,25.0,1.11,1126048,465648.0,600
799,1430,5945,0.15,600,90.0,6.705,0.9,1336948,646416.0,600
800,2356,4225,0.3,600,120.0,10.0,0.3,2658960,820864.0,600
801,895,5295,0.05,600,200.0,1.341,1.2,646800,538244.0,600
802,2222,19838,0.1,600,90.0,6.705,0.9,452024,294840.0,600
803,2921,6748,0.15,600,120.0,4.47,0.9,1336552,646416.0,600
804,13238,7313,0.15,600,270.0,2.235,1.1,2551756,820080.0,600
805,568,4228,0.05,600,270.0,2.235,1.1,516628,359488.0,600
806,25866,6705,0.05,600,120.0,2.682,0.9,4247512,648024.0,600
807,6850,14997,0.12,600,0.0,6.705,0.9,3916452,648024.0,600
808,14335,11382,0.05,600,90.0,2.682,1.0,2470224,1981888.0,600
809,11922,6910,0.1,600,210.0,2.235,0.9,4672668,908352.0,600
810,793,9396,0.1,600,90.0,4.47,0.9,2443768,646416.0,600
811,11445,11382,0.07,600,150.0,4.47,0.9,2471340,1981888.0,600
812,2324,5983,0.25,600,210.0,4.47,0.9,2275676,648024.0,600
813,12270,10951,0.06,600,115.0,5.364,1.0,3897340,962800.0,600
814,104,278,0.15,30,74.0,4.0,0.97,2003776,409584.0,30
815,12447,11382,0.07,600,90.0,4.47,1.0,2468856,1981888.0,600
816,10076,14997,0.08,600,360.0,6.705,1.0,3918992,648024.0,600
817,2235,5945,0.2,600,60.0,2.235,1.0,1336980,646416.0,600
818,14801,16374,0.07,600,270.0,4.47,1.0,2427544,1981888.0,600
819,495,3937,0.07,600,240.0,6.705,0.95,517540,359488.0,600
820,2964,4225,0.3,600,120.0,5.0,0.5,2658696,820864.0,600
821,180,206,0.12,30,153.0,2.235136343316942,1.0,1260960,720564.0,30
822,504,4005,0.07,600,90.0,6.705,0.0,452028,294840.0,600
823,11394,11382,0.07,600,60.0,4.47,1.0,2470128,1981888.0,600
824,7756,11359,0.1,600,210.0,3.129,0.8,2468528,1981888.0,600
825,9468,10666,0.2,600,90.0,2.235,0.9,2467492,1981888.0,600
826,2896,5918,0.2,600,120.0,6.705,1.0,2462076,646416.0,600
827,3740,5918,0.2,600,60.0,2.235,1.0,2461848,646416.0,600
828,10338,10603,0.07,600,210.0,4.47,0.9,2469960,1981888.0,600
829,687,4235,0.07,600,270.0,6.705,1.0,517088,359488.0,600
830,63,120,0.1,30,100.0,7.0,0.3,419132,360000.0,30
831,1758,5945,0.15,600,120.0,4.47,0.9,1336776,646416.0,600
832,1176,5295,0.07,600,170.0,2.682,1.2,646772,538244.0,600
833,18709,6705,0.1,600,90.0,2.682,0.9,4246848,648024.0,600
834,20487,11382,0.05,600,60.0,1.788,1.0,2470308,1981888.0,600
835,2887,4667,0.25,600,270.0,3.0,0.9,1871264,646416.0,600
836,536,4235,0.09,600,240.0,6.705,1.0,516852,359488.0,600
837,7284,9601,0.2,600,180.0,3.0,1.0,2423328,1981888.0,600
838,8351,14997,0.1,600,360.0,4.47,1.0,3919212,648024.0,600
839,1878,4225,0.2,600,90.0,10.0,0.5,2659028,820864.0,600
840,10473,10666,0.2,600,120.0,6.705,0.9,2469600,1981888.0,600
841,2232,4225,0.3,600,60.0,10.0,0.4,2659204,820864.0,600
842,4178,4225,0.1,600,90.0,20.0,0.5,2659300,820864.0,600
843,327,4005,0.1,600,120.0,2.235,0.9,401160,294840.0,600
844,4198,4225,0.3,600,120.0,10.0,0.3,2658988,820864.0,600
845,6903,14997,0.15,600,330.0,4.47,1.1,3919324,648024.0,600
846,2680,9396,0.1,600,90.0,2.235,1.0,2456312,646416.0,600
847,2116,4225,0.3,600,180.0,15.0,0.4,2658712,820864.0,600
848,10897,13493,0.15,600,120.0,2.235,0.9,2428112,1981888.0,600
849,1719,5460,0.1,600,120.0,4.47,0.9,1344608,646416.0,600
850,9460,27251,0.1,600,60.0,2.235,0.9,3916744,648024.0,600
851,3552,19838,0.15,600,90.0,4.47,1.0,452228,294840.0,600
852,4957,4503,0.05,600,65.0,2.235,1.0,1934560,560976.0,600
853,11583,7313,0.1,600,300.0,6.705,1.1,2551996,820080.0,600
854,1989,4225,0.3,600,180.0,5.0,0.5,2659304,820864.0,600
855,14138,11359,0.05,600,180.0,2.235,0.8,2470920,1981888.0,600
856,1178,4098,0.12,600,220.0,2.0,1.0,914796,465648.0,600
857,1196,5945,0.15,600,120.0,4.47,1.0,1336832,646416.0,600
858,1318,11719,0.15,600,90.0,2.235,0.9,451876,294840.0,600
859,1064,5295,0.05,600,200.0,2.682,1.2,646812,538244.0,600
860,883,4228,0.07,600,300.0,6.705,1.0,516648,359488.0,600
861,7633,4225,0.3,600,90.0,5.0,0.3,2658872,820864.0,600
862,1648,5945,0.25,600,120.0,4.47,1.0,1336832,646416.0,600
863,1922,19838,0.15,600,120.0,4.47,0.9,452196,294840.0,600
864,2713,5945,0.1,600,60.0,2.235,0.9,1337072,646416.0,600
865,2689,6748,0.05,600,120.0,1.341,0.9,1338680,646416.0,600
866,696,4228,0.07,600,300.0,4.47,1.1,516692,359488.0,600
867,1127,4345,0.1,600,60.0,2.235,0.9,515996,359488.0,600
868,11090,11359,0.05,600,210.0,3.129,1.0,2470740,1981888.0,600
869,1756,4225,0.1,600,180.0,20.0,0.4,2659992,820864.0,600
870,1860,5295,0.07,600,230.0,2.682,1.2,646892,538244.0,600
871,5181,3824,0.05,600,75.0,2.235,1.0,1938248,560976.0,600
872,14322,7313,0.1,600,270.0,2.235,0.9,2552064,820080.0,600
873,277,9396,0.2,600,120.0,4.47,1.0,2456940,646416.0,600
874,16956,6705,0.1,600,120.0,2.682,0.9,4246152,648024.0,600
875,1364,5945,0.2,600,120.0,6.705,1.0,1337224,646416.0,600
876,3038,4225,0.2,600,60.0,15.0,0.5,2659408,820864.0,600
877,20199,27251,0.25,600,120.0,2.235,1.0,3917220,648024.0,600
878,18372,7313,0.1,600,240.0,2.235,0.9,2551880,820080.0,600
879,19645,8543,0.11,600,225.0,4.917,0.9,4233128,648024.0,600
880,2101,5945,0.1,600,90.0,2.235,0.9,1337004,646416.0,600
881,3154,5918,0.25,600,60.0,6.705,0.9,2462100,646416.0,600
882,17614,6906,0.1,600,240.0,2.235,1.1,2565416,820080.0,600
883,2014,4225,0.3,600,90.0,15.0,0.3,2658596,820864.0,600
884,13600,11382,0.05,600,180.0,1.788,0.9,2469860,1981888.0,600
885,22311,6640,0.1,600,90.0,2.235,1.2,4230232,648024.0,600
886,2805,5945,0.15,600,120.0,2.235,1.0,1336912,646416.0,600
887,8639,11382,0.07,600,180.0,4.47,0.9,2471292,1981888.0,600
888,8701,7313,0.2,600,270.0,6.705,1.1,2551728,820080.0,600
889,1356,11719,0.1,600,90.0,4.47,0.9,451844,294840.0,600
890,1365,5295,0.05,600,230.0,2.682,1.2,646900,538244.0,600
891,4238,4225,0.2,600,60.0,15.0,0.5,2659472,820864.0,600
892,693,4228,0.07,600,240.0,4.47,1.1,516624,359488.0,600
893,558,4228,0.07,600,240.0,4.47,1.0,516640,359488.0,600
894,7886,11382,0.12,600,90.0,2.682,1.0,2470084,1981888.0,600
895,2372,4225,0.1,600,180.0,5.0,0.4,2660140,820864.0,600
896,549,4235,0.07,600,240.0,6.705,1.0,516868,359488.0,600
897,582,9396,0.1,600,60.0,2.235,0.9,2456512,646416.0,600
898,4199,4225,0.2,600,120.0,10.0,0.5,2659364,820864.0,600
899,3375,4669,0.05,600,270.0,3.0,0.9,1339884,646416.0,600
900,10915,6906,0.2,600,270.0,4.47,1.1,2565488,820080.0,600
901,15995,6910,0.2,600,210.0,6.705,0.9,4673580,908352.0,600
902,11526,27251,0.1,600,120.0,4.47,1.0,3919504,648024.0,600
903,8263,6906,0.1,600,270.0,4.47,0.9,2565472,820080.0,600
904,2409,4225,0.1,600,180.0,5.0,0.5,2659624,820864.0,600
905,11265,13493,0.15,600,60.0,6.705,0.9,2428192,1981888.0,600
906,16868,7313,0.2,600,270.0,2.235,0.9,2551924,820080.0,600
907,808,4228,0.07,600,240.0,2.235,1.1,516568,359488.0,600
908,3439,5460,0.15,600,60.0,2.235,0.9,1337004,646416.0,600
909,892,4228,0.05,600,240.0,4.47,1.1,516716,359488.0,600
910,10464,7313,0.15,600,270.0,2.235,0.9,2551872,820080.0,600
911,3410,5918,0.2,600,90.0,4.47,1.0,2462048,646416.0,600
912,12075,10951,0.06,600,145.0,5.364,1.0,3898116,962800.0,600
913,8916,14997,0.15,600,360.0,6.705,1.1,3919372,648024.0,600
914,471,4228,0.05,600,240.0,4.47,1.0,516708,359488.0,600
915,2697,9396,0.15,600,60.0,4.47,1.0,2456796,646416.0,600
916,7000,3824,0.15,600,75.0,2.235,1.0,1938368,560976.0,600
917,15350,11359,0.1,600,180.0,2.235,0.8,2470580,1981888.0,600
918,1911,9396,0.1,600,60.0,6.705,0.9,2456488,646416.0,600
919,10470,7313,0.15,600,240.0,2.235,1.1,2551928,820080.0,600
920,12289,10603,0.07,600,210.0,2.682,0.9,2468648,1981888.0,600
921,709,4005,0.1,600,90.0,4.47,0.0,452032,294840.0,600
922,763,4228,0.09,600,300.0,4.47,1.0,516864,359488.0,600
923,2564,5945,0.15,600,60.0,4.47,0.9,1336920,646416.0,600
924,1028,5295,0.03,600,200.0,2.682,1.2,647188,538244.0,600
925,12547,6910,0.2,600,180.0,2.235,0.9,4672708,908352.0,600
926,2617,5945,0.1,600,90.0,2.235,1.0,1336912,646416.0,600
927,7788,4225,0.1,600,180.0,5.0,0.4,2659376,820864.0,600
928,8077,6906,0.15,600,240.0,4.47,0.9,2565408,820080.0,600
929,3406,5918,0.25,600,60.0,2.235,1.0,2461932,646416.0,600
930,6292,11382,0.05,600,120.0,4.47,1.0,2470140,1981888.0,600
931,1021,4233,0.1,600,270.0,3.0,1.0,1334348,417648.0,600
932,14451,27251,0.25,600,90.0,6.705,0.9,3919680,648024.0,600
933,2330,4225,0.3,600,60.0,15.0,0.4,2659292,820864.0,600
934,7655,4225,0.3,600,90.0,15.0,0.4,2658692,820864.0,600
935,23114,8543,0.09,600,255.0,4.917,0.9,4231916,648024.0,600
936,438,3870,0.1,600,90.0,2.235,0.9,401148,294840.0,600
937,17239,11382,0.07,600,120.0,1.788,0.9,2470032,1981888.0,600
938,2397,19838,0.2,600,90.0,4.47,0.9,452084,294840.0,600
