,canopy_moisture,run_max_mem_rss_bytes,sim_time,surface_moisture,threads,wind_direction,wind_speed,run_uuid,area,runtime,cpu_usage_total,mem_usage_total,transmitted_packets_total,received_packets_total,transmitted_bandwidth_total,received_bandwidth_total,queue_seconds
85,0.5,2541800.0,16486,0.1,1,90.0,5.0,6e231d4b-f3cc-4859-b0b1-73d8aa9a347c,1053216.0,8947.0,21415.41310801368,11995574271.0,14661.499367608283,21750.858768738228,83958578.0238789,58367658.1223693,64.0
86,0.5,2514524.0,16486,0.3,1,90.0,5.0,1b06189c-d416-4b8c-b150-a4a80b46a3d5,1053216.0,9938.0,12629.544348927884,5988929535.0,31243.85211658848,81852.30264542802,87185784.39877062,313823205.86919296,35.0
87,0.5,2514448.0,16486,0.3,1,90.0,3.0,25255007-237d-455f-bfe4-09053edb878e,1053216.0,9977.0,12717.257920057384,5988929535.0,31320.88545157233,82010.52461855346,87350310.63723333,314355434.836158,37.0
88,0.3,9253604.0,23361,0.1,1,90.0,3.0,7f6d5912-9792-4f10-bb45-0f886398ec6c,2543220.0,46017.0,116960.33783879915,31444443135.0,82576.85388177521,181233.4927064668,868495103.4388907,791255292.8542751,21.0
89,0.3,9252620.0,23361,0.1,1,90.0,5.0,15fab60a-74a5-4567-85d4-05528524ba85,2543220.0,37231.0,100976.85732994936,31444443135.0,75354.48219422618,172063.9994225893,763117127.7613007,790112504.2308719,17.0
90,0.3,9258976.0,23361,0.3,1,90.0,3.0,30487fd3-9e6a-4192-9a55-406a1f11f696,2543220.0,43028.0,75409.91302526784,20988657663.0,109134.79922561128,246141.0008709546,850649939.7698396,1213900886.6859894,98.0
91,0.3,9258872.0,23361,0.3,1,90.0,5.0,05c01c46-db77-4762-91b4-f4d79d2adef1,2543220.0,35906.0,64627.43761169018,20988657663.0,102696.88890644362,239361.42677087977,758799827.7923634,1212831333.7237806,66.0
92,0.5,9276876.0,23361,0.1,1,90.0,5.0,8f30cd5b-5fb5-49be-be8d-d1acbf953da4,2543220.0,42356.0,77577.31712826926,21006667775.0,97428.32144941905,177817.8316458559,836138812.9874753,1207997317.9823616,56.0
93,0.5,9275340.0,23361,0.1,1,90.0,3.0,260e4fe4-5cf0-41ac-8987-c35d8dfa6d78,2543220.0,43932.0,80717.35478404537,21006667775.0,99424.40409808888,180537.7877299577,860070049.5567784,1208752180.870495,54.0
94,0.5,9252336.0,23361,0.3,1,90.0,5.0,76a64edf-6191-4648-8495-3280990c6367,2543220.0,37169.0,67187.50233807683,20675670015.0,95524.49252020547,175649.24441458168,812514578.3845698,1205450257.2078176,43.0
95,0.5,9252312.0,23361,0.3,1,90.0,3.0,f0a921a1-9b08-486b-aa99-a80ce22ac47a,2543220.0,37784.0,68413.92370676,20675670015.0,96443.73848978637,176738.52207573893,823546315.0776336,1205061089.9097867,43.0
